zone_id,latitude,longitude,hour,day_of_week,month,is_holiday,temperature,precipitation,event_nearby,population_density,num_restaurants,transit_stops_nearby,demand_count
Tuscany,51.126378,-114.226785,14,2,8,0,17.2,0.3,0,425.0,14,1,3
University District,51.074398,-114.132333,17,1,7,0,21.4,6.3,0,1952.0,4,5,24
Sunalta,51.042791,-114.09471,7,4,11,0,-9.2,0.3,0,2854.0,63,15,21
Tuscany,51.131504,-114.221823,12,6,5,0,6.8,1.4,0,425.0,14,1,7
Hillhurst,51.05086,-114.09852,14,2,2,0,-8.0,1.4,0,11663.0,44,7,9
Downtown Commercial Core,51.0459,-114.0623,7,6,11,0,-8.3,0.2,0,9194.0,132,27,17
Bridgeland,51.058294,-114.040685,14,1,5,0,9.4,4.1,0,7505.0,38,33,15
Shawnessy,50.911745,-114.070271,9,2,3,0,-8.6,0.1,0,1900.0,8,1,3
Eau Claire,51.050909,-114.071079,0,1,1,0,-11.7,0.3,0,8455.0,24,4,2
Crescent Heights,51.056393,-114.059542,23,0,12,0,-7.0,0.3,0,4062.0,74,4,5
Cliff Bungalow,51.033296,-114.078763,20,6,11,0,-6.1,1.7,0,2836.0,77,7,19
East Village,51.047311,-114.049379,6,0,7,0,16.5,3.0,0,14642.0,72,17,6
Crescent Heights,51.054348,-114.0621,7,2,7,0,11.7,7.8,0,4062.0,74,4,34
Eau Claire,51.05609,-114.069669,22,0,9,0,16.8,8.0,0,8455.0,24,4,13
Tuscany,51.1258,-114.227683,10,6,10,0,1.6,2.2,0,425.0,14,1,4
Kensington,51.055033,-114.086524,6,6,8,0,23.4,3.9,0,8998.0,148,16,17
17th Avenue SW,51.035286,-114.07731,20,4,3,0,-0.5,1.8,0,10501.0,66,8,18
Victoria Park,51.04079,-114.055356,20,5,6,0,15.8,14.5,0,13659.0,54,25,47
Chinatown,51.052889,-114.059114,9,0,2,0,-9.0,2.2,0,14759.0,49,10,22
Chinatown,51.048723,-114.057853,16,2,12,0,-12.9,0.9,0,14759.0,49,10,23
Crescent Heights,51.061218,-114.063856,22,4,5,0,18.9,6.0,0,4062.0,74,4,11
Tuscany,51.128718,-114.224641,12,1,6,0,12.4,1.8,1,425.0,14,1,7
Shawnessy,50.910918,-114.070935,9,5,11,0,-0.7,0.8,0,1900.0,8,1,4
Eau Claire,51.052208,-114.071882,13,5,9,0,1.1,6.5,0,8455.0,24,4,21
Marlborough,51.056044,-113.974159,13,0,6,0,15.0,2.9,0,1531.0,10,4,8
Marlborough,51.053156,-113.971004,19,3,12,0,-5.8,0.1,0,1531.0,10,4,5
Beltline,51.043403,-114.067073,15,5,3,0,-11.9,1.6,0,12253.0,72,21,14
Tuscany,51.128545,-114.226601,19,0,6,0,9.6,5.8,0,425.0,14,1,6
East Village,51.04369,-114.049894,2,3,3,0,2.0,2.2,0,14642.0,72,17,1
Sunnyside,51.054462,-114.083108,14,6,1,0,-12.7,0.2,0,1031.0,28,19,12
East Village,51.047821,-114.048929,2,5,7,0,20.1,1.9,0,14642.0,72,17,2
17th Avenue SW,51.038905,-114.082213,19,6,12,0,-12.7,1.6,0,10501.0,66,8,14
Marda Loop,51.027527,-114.092437,23,6,1,0,-7.0,0.3,0,1451.0,7,3,5
Bridgeland,51.053897,-114.045628,14,2,12,0,-14.8,0.1,0,7505.0,38,33,18
Bridgeland,51.05218,-114.041948,9,3,6,0,14.9,16.7,0,7505.0,38,33,32
Sunnyside,51.059941,-114.084327,7,1,10,0,10.3,2.9,0,1031.0,28,19,13
Mission,51.035466,-114.07425,1,0,3,0,5.0,1.1,0,2547.0,129,15,6
Kensington,51.054525,-114.088219,15,5,6,1,25.1,5.9,0,8998.0,148,16,26
17th Avenue SW,51.037899,-114.081917,6,1,9,0,11.6,0.2,0,10501.0,66,8,6
Forest Lawn,51.042117,-113.978269,19,3,2,0,-7.8,1.4,0,2420.0,8,4,7
Crowfoot,51.126734,-114.15651,3,0,12,0,-5.0,0.9,0,1289.0,9,6,0
Mount Royal,51.028581,-114.080803,21,6,6,0,16.6,3.1,0,10123.0,46,3,26
Sunnyside,51.059651,-114.086644,21,3,1,0,-20.3,0.1,0,1031.0,28,19,3
East Village,51.049028,-114.05055,12,4,1,0,-2.6,3.3,0,14642.0,72,17,27
Inglewood,51.037072,-114.023508,15,2,6,0,22.2,0.4,0,2547.0,14,15,25
Mission,51.033688,-114.066616,12,6,2,0,-3.5,1.0,0,2547.0,129,15,14
Ramsay,51.038705,-114.033991,12,3,1,0,-12.5,0.5,0,4208.0,75,13,11
Inglewood,51.040509,-114.030859,6,5,8,0,15.3,0.2,0,2547.0,14,15,9
Chinatown,51.049046,-114.07022,3,6,2,0,-18.4,0.2,0,14759.0,49,10,0
Crowfoot,51.126294,-114.165435,11,2,10,0,11.3,3.6,0,1289.0,9,6,8
Shawnessy,50.910127,-114.065236,20,5,1,0,2.9,2.3,0,1900.0,8,1,4
Bowness,51.088336,-114.184229,4,2,8,0,26.9,7.3,0,677.0,6,6,1
Sunalta,51.044236,-114.092412,15,5,2,0,-2.7,1.0,0,2854.0,63,15,18
Mission,51.034991,-114.06533,3,6,12,0,-16.7,1.5,0,2547.0,129,15,1
Signal Hill,51.01814,-114.16673,22,2,10,0,3.0,0.6,0,1089.0,3,4,11
Inglewood,51.034335,-114.025751,9,3,7,0,19.7,7.9,0,2547.0,14,15,26
Victoria Park,51.040216,-114.055753,18,3,5,0,5.0,2.3,0,13659.0,54,25,29
Downtown Commercial Core,51.048013,-114.06332,3,1,4,0,9.3,3.7,0,9194.0,132,27,1
Eau Claire,51.051943,-114.067638,3,1,7,0,16.9,0.4,0,8455.0,24,4,0
Cliff Bungalow,51.036832,-114.076369,4,1,1,1,-13.9,0.4,0,2836.0,77,7,0
Bridgeland,51.054265,-114.043246,9,0,7,0,16.7,2.2,0,7505.0,38,33,21
Beltline,51.038692,-114.071714,20,1,8,0,18.1,8.2,0,12253.0,72,21,27
Coventry Hills,51.156748,-114.085736,7,1,3,0,6.8,1.4,0,839.0,21,3,3
McKenzie Towne,50.922922,-113.957665,11,3,8,0,19.2,1.3,0,1688.0,10,1,5
Downtown Commercial Core,51.047671,-114.064842,22,2,7,0,20.7,7.6,0,9194.0,132,27,20
Marlborough,51.052315,-113.967912,20,5,11,0,-7.2,2.1,0,1531.0,10,4,7
East Village,51.046096,-114.049024,18,0,5,0,10.4,2.2,0,14642.0,72,17,27
East Village,51.046968,-114.049236,15,5,7,0,20.6,6.7,0,14642.0,72,17,31
Bowness,51.088481,-114.181764,5,0,4,0,2.8,0.7,0,677.0,6,6,2
Cliff Bungalow,51.032501,-114.076228,13,2,6,0,16.1,5.0,0,2836.0,77,7,25
Marda Loop,51.028419,-114.092682,13,3,6,0,16.4,5.6,0,1451.0,7,3,20
Shawnessy,50.911735,-114.064587,9,5,8,0,22.8,0.1,0,1900.0,8,1,8
Beltline,51.040607,-114.070252,2,0,9,0,16.8,12.3,0,12253.0,72,21,3
Bridgeland,51.056132,-114.045382,15,4,8,0,7.5,2.1,0,7505.0,38,33,20
Mission,51.032039,-114.063123,10,3,11,0,-0.5,2.7,0,2547.0,129,15,12
Downtown Commercial Core,51.046041,-114.059815,2,0,10,0,4.2,0.5,0,9194.0,132,27,2
Signal Hill,51.017863,-114.173652,22,2,11,0,-3.7,1.1,1,1089.0,3,4,10
Bridgeland,51.051921,-114.042721,11,2,5,0,23.3,10.2,0,7505.0,38,33,22
Shawnessy,50.908082,-114.068167,10,5,1,0,-7.7,1.7,0,1900.0,8,1,3
Crescent Heights,51.061282,-114.063314,18,5,10,0,4.6,0.5,1,4062.0,74,4,33
Signal Hill,51.017063,-114.16759,20,4,12,0,-13.7,1.1,0,1089.0,3,4,6
Eau Claire,51.052432,-114.07525,14,5,12,0,-3.9,1.1,0,8455.0,24,4,9
Shawnessy,50.910534,-114.063247,8,1,8,0,10.4,3.2,0,1900.0,8,1,9
Downtown Commercial Core,51.0469,-114.062432,17,5,1,0,-8.5,0.2,0,9194.0,132,27,29
Mount Royal,51.02936,-114.08188,4,0,4,0,6.7,4.1,0,10123.0,46,3,2
Sunalta,51.044782,-114.088214,15,6,2,0,-13.5,0.6,0,2854.0,63,15,16
Victoria Park,51.040462,-114.058293,0,3,6,0,17.2,5.6,0,13659.0,54,25,9
Marda Loop,51.024898,-114.099356,19,4,3,0,-4.7,1.1,0,1451.0,7,3,12
Crescent Heights,51.057909,-114.065429,2,0,2,0,1.3,1.6,1,4062.0,74,4,3
Forest Lawn,51.04512,-113.968165,6,1,10,0,10.1,4.6,0,2420.0,8,4,4
Coventry Hills,51.151739,-114.083721,1,4,9,0,12.3,1.3,0,839.0,21,3,0
Shawnessy,50.910087,-114.068304,11,2,9,0,12.2,4.2,0,1900.0,8,1,1
Hillhurst,51.055923,-114.085403,19,2,11,0,-1.3,0.5,0,11663.0,44,7,18
Mount Royal,51.02995,-114.086402,12,3,2,0,-10.4,0.3,0,10123.0,46,3,6
Kensington,51.052714,-114.085411,17,1,8,0,13.3,9.1,0,8998.0,148,16,48
Sunalta,51.042408,-114.090759,20,0,1,0,-15.4,1.5,0,2854.0,63,15,8
Coventry Hills,51.154808,-114.087684,5,2,9,0,14.0,1.7,0,839.0,21,3,1
Marda Loop,51.025769,-114.097386,14,1,6,0,14.4,6.5,0,1451.0,7,3,18
Coventry Hills,51.152586,-114.082488,1,4,6,0,21.0,2.5,0,839.0,21,3,0
University District,51.0735,-114.13197,23,4,2,0,-1.1,0.4,0,1952.0,4,5,3
Cliff Bungalow,51.03373,-114.076473,12,4,1,0,-8.2,2.0,0,2836.0,77,7,14
Cliff Bungalow,51.038197,-114.079897,8,2,6,0,20.9,4.2,0,2836.0,77,7,30
Signal Hill,51.014734,-114.170593,5,5,12,0,-8.3,0.4,0,1089.0,3,4,0
Sunalta,51.04658,-114.090122,1,5,7,0,23.3,2.0,0,2854.0,63,15,1
Eau Claire,51.051194,-114.071984,17,3,4,0,4.0,0.1,0,8455.0,24,4,26
Forest Lawn,51.043651,-113.970481,17,0,9,0,16.3,1.8,0,2420.0,8,4,26
Marlborough,51.05345,-113.973193,5,6,7,0,28.0,10.2,0,1531.0,10,4,4
Bowness,51.085721,-114.18785,19,6,11,0,5.8,1.0,0,677.0,6,6,3
McKenzie Towne,50.921126,-113.964381,15,5,5,0,20.2,2.0,1,1688.0,10,1,15
Chinatown,51.05136,-114.06327,0,6,5,0,9.2,2.7,0,14759.0,49,10,2
Mount Royal,51.032084,-114.082342,7,5,4,0,1.0,4.0,1,10123.0,46,3,25
Tuscany,51.130008,-114.225031,4,4,2,0,-3.0,0.3,0,425.0,14,1,1
Forest Lawn,51.043088,-113.968717,18,0,4,0,11.0,0.9,0,2420.0,8,4,13
Crescent Heights,51.060338,-114.0637,6,3,6,0,9.9,1.2,0,4062.0,74,4,3
Crescent Heights,51.055534,-114.063303,10,2,1,0,-7.9,0.5,0,4062.0,74,4,11
Forest Lawn,51.042517,-113.96796,9,2,10,0,5.6,0.7,0,2420.0,8,4,19
Crescent Heights,51.055691,-114.056225,18,5,2,0,-6.3,1.3,0,4062.0,74,4,18
Sunalta,51.042231,-114.093142,20,4,3,0,-7.8,1.7,0,2854.0,63,15,7
Inglewood,51.039371,-114.025444,7,5,7,0,26.7,1.7,0,2547.0,14,15,17
University District,51.078791,-114.130553,23,6,5,0,22.0,7.5,0,1952.0,4,5,3
Ramsay,51.040527,-114.031168,4,1,1,0,-4.5,1.5,0,4208.0,75,13,0
Victoria Park,51.042321,-114.053431,6,5,9,0,18.5,1.8,0,13659.0,54,25,16
17th Avenue SW,51.037454,-114.081659,9,1,2,0,-0.3,0.1,0,10501.0,66,8,22
Marlborough,51.054467,-113.972483,13,2,7,0,22.7,2.3,0,1531.0,10,4,10
Chinatown,51.04779,-114.069298,7,4,6,0,21.7,19.8,1,14759.0,49,10,64
Signal Hill,51.019276,-114.17211,11,3,8,0,14.4,4.0,0,1089.0,3,4,7
Forest Lawn,51.045982,-113.97109,16,6,9,0,7.2,9.1,0,2420.0,8,4,21
Tuscany,51.132293,-114.224784,5,3,7,0,26.0,14.3,0,425.0,14,1,1
Victoria Park,51.040345,-114.053372,12,5,1,0,-7.4,0.4,0,13659.0,54,25,19
East Village,51.045891,-114.055577,22,6,7,0,26.4,0.6,0,14642.0,72,17,29
University District,51.082279,-114.125262,7,2,3,0,3.9,0.2,0,1952.0,4,5,9
University District,51.077193,-114.128476,20,2,8,0,13.4,7.3,0,1952.0,4,5,15
Bridgeland,51.055413,-114.036877,7,0,12,0,-2.9,0.3,0,7505.0,38,33,19
Crescent Heights,51.056253,-114.062906,21,1,10,0,7.2,2.1,0,4062.0,74,4,11
Kensington,51.052187,-114.084041,16,1,4,0,10.8,3.5,0,8998.0,148,16,33
Signal Hill,51.019548,-114.170979,4,6,5,1,11.0,16.3,0,1089.0,3,4,1
Victoria Park,51.040283,-114.059943,3,4,1,0,-5.2,2.7,0,13659.0,54,25,2
Beltline,51.038235,-114.0667,8,4,10,0,7.9,3.5,0,12253.0,72,21,30
Kensington,51.056246,-114.08423,1,6,3,0,-3.3,1.0,1,8998.0,148,16,10
Sunnyside,51.055794,-114.084633,12,5,2,0,-10.2,1.0,0,1031.0,28,19,12
University District,51.077184,-114.125848,16,2,7,1,20.5,2.2,0,1952.0,4,5,12
Sunalta,51.042983,-114.091536,11,1,6,0,19.0,11.3,0,2854.0,63,15,14
Forest Lawn,51.040618,-113.972247,14,3,6,0,14.6,2.3,1,2420.0,8,4,21
Beltline,51.040958,-114.06908,20,4,1,0,-8.9,0.4,0,12253.0,72,21,12
Bowness,51.086086,-114.182681,2,6,8,0,20.8,5.0,0,677.0,6,6,1
Bankview,51.033885,-114.098851,13,4,6,1,13.5,13.9,0,3178.0,18,7,15
Crowfoot,51.12354,-114.159077,15,2,12,0,-4.3,3.0,0,1289.0,9,6,4
Downtown Commercial Core,51.045276,-114.060549,0,3,9,0,19.0,4.4,0,9194.0,132,27,3
Inglewood,51.03859,-114.024992,22,3,4,0,4.4,0.0,0,2547.0,14,15,9
Bowness,51.083775,-114.186603,1,2,3,0,0.8,0.3,0,677.0,6,6,1
Hillhurst,51.057072,-114.093043,19,5,4,0,3.0,0.5,0,11663.0,44,7,9
Ramsay,51.036867,-114.035643,16,0,9,0,6.6,5.8,0,4208.0,75,13,26
Bowness,51.093494,-114.179289,13,1,9,1,19.1,2.5,0,677.0,6,6,4
Forest Lawn,51.044998,-113.967412,23,5,6,0,21.8,8.9,0,2420.0,8,4,6
Mount Royal,51.035265,-114.081791,17,0,7,0,14.0,7.7,0,10123.0,46,3,51
Coventry Hills,51.155302,-114.079989,17,5,10,0,5.8,1.9,1,839.0,21,3,20
Bridgeland,51.055705,-114.044095,5,4,1,0,-2.7,0.2,0,7505.0,38,33,2
McKenzie Towne,50.916765,-113.963402,5,2,3,0,2.2,4.8,0,1688.0,10,1,0
Mount Royal,51.029775,-114.083816,18,2,10,0,11.3,0.8,0,10123.0,46,3,24
Signal Hill,51.017059,-114.165718,12,4,9,0,16.7,3.6,0,1089.0,3,4,5
Crowfoot,51.122879,-114.160183,20,6,10,0,4.3,0.3,0,1289.0,9,6,11
Eau Claire,51.05556,-114.072702,13,5,8,0,12.7,0.8,0,8455.0,24,4,20
East Village,51.041714,-114.043171,6,0,4,0,4.2,0.9,0,14642.0,72,17,13
Signal Hill,51.018312,-114.169481,0,2,7,0,16.6,0.2,0,1089.0,3,4,1
Tuscany,51.129048,-114.224841,14,4,7,0,18.8,1.3,0,425.0,14,1,4
Bankview,51.030328,-114.093242,17,5,10,0,8.2,2.2,0,3178.0,18,7,26
Kensington,51.056837,-114.087244,10,5,9,0,7.0,6.4,0,8998.0,148,16,31
Victoria Park,51.044162,-114.051815,10,2,3,0,5.1,0.4,0,13659.0,54,25,26
Marlborough,51.053545,-113.968354,12,0,8,0,21.6,10.7,0,1531.0,10,4,18
Sunnyside,51.055048,-114.08061,16,6,6,1,14.2,2.1,0,1031.0,28,19,15
Downtown Commercial Core,51.047915,-114.062314,18,3,8,0,17.4,5.3,0,9194.0,132,27,40
Shawnessy,50.913424,-114.06331,3,1,4,0,3.1,0.0,0,1900.0,8,1,0
Beltline,51.041061,-114.066,12,0,9,0,9.2,3.3,0,12253.0,72,21,28
Kensington,51.053644,-114.086211,6,0,1,0,-12.5,2.4,0,8998.0,148,16,11
University District,51.076971,-114.133358,6,2,5,0,12.6,2.6,1,1952.0,4,5,8
Marda Loop,51.027467,-114.100032,22,0,9,1,15.5,6.9,0,1451.0,7,3,6
Sunalta,51.045697,-114.095928,19,1,7,0,28.2,1.3,0,2854.0,63,15,19
Sunnyside,51.061392,-114.083175,22,5,5,0,4.8,12.3,0,1031.0,28,19,13
Tuscany,51.129543,-114.219825,0,2,6,0,7.2,1.2,0,425.0,14,1,2
Inglewood,51.034874,-114.022902,18,1,4,0,1.5,0.6,0,2547.0,14,15,24
17th Avenue SW,51.038108,-114.082669,18,4,1,0,-12.9,0.4,0,10501.0,66,8,19
Forest Lawn,51.043551,-113.968401,0,4,5,0,5.8,1.7,0,2420.0,8,4,2
Bowness,51.085356,-114.181151,10,5,5,0,13.4,2.6,0,677.0,6,6,6
University District,51.081247,-114.129688,11,6,4,0,1.5,0.5,0,1952.0,4,5,12
East Village,51.047633,-114.050075,23,5,7,0,17.7,0.8,0,14642.0,72,17,14
Kensington,51.056151,-114.082269,10,6,2,0,-16.2,1.1,0,8998.0,148,16,11
Tuscany,51.131651,-114.225127,4,0,8,1,16.2,4.1,0,425.0,14,1,1
Bankview,51.030974,-114.09303,18,3,11,0,1.2,0.2,0,3178.0,18,7,10
Signal Hill,51.015206,-114.169721,0,2,3,0,-6.3,4.4,0,1089.0,3,4,0
17th Avenue SW,51.037963,-114.079449,10,6,9,0,8.9,0.2,0,10501.0,66,8,14
Mount Royal,51.031745,-114.087537,11,3,10,0,9.1,1.0,0,10123.0,46,3,25
McKenzie Towne,50.922679,-113.959332,5,3,7,0,16.6,8.1,0,1688.0,10,1,0
Inglewood,51.036192,-114.024057,21,0,4,0,2.6,3.0,0,2547.0,14,15,10
Bridgeland,51.05616,-114.050892,8,1,9,0,18.2,5.7,0,7505.0,38,33,34
East Village,51.043074,-114.052384,21,4,10,0,8.6,0.9,0,14642.0,72,17,23
Shawnessy,50.91054,-114.068531,23,5,12,0,-4.7,0.4,0,1900.0,8,1,1
Eau Claire,51.05575,-114.069188,6,2,1,0,-18.1,0.2,0,8455.0,24,4,4
Coventry Hills,51.154596,-114.083567,18,4,12,0,-13.7,1.9,0,839.0,21,3,9
Coventry Hills,51.155056,-114.084078,19,6,10,0,1.0,0.6,0,839.0,21,3,9
Signal Hill,51.01794,-114.16978,13,5,1,0,-14.9,1.1,0,1089.0,3,4,4
Cliff Bungalow,51.035959,-114.072404,17,0,11,0,2.0,0.8,0,2836.0,77,7,35
Inglewood,51.033855,-114.027005,20,4,10,0,1.7,0.7,0,2547.0,14,15,16
Mission,51.037656,-114.063559,18,1,10,0,6.3,0.3,0,2547.0,129,15,31
Marlborough,51.055429,-113.972805,2,1,9,0,13.4,6.9,0,1531.0,10,4,6
Kensington,51.053015,-114.085265,16,4,6,0,11.2,7.4,0,8998.0,148,16,28
17th Avenue SW,51.0369,-114.079873,7,0,10,1,9.6,3.7,0,10501.0,66,8,15
Chinatown,51.057097,-114.065709,16,0,6,0,12.3,7.8,0,14759.0,49,10,38
Sunalta,51.043354,-114.089114,21,3,2,1,-0.9,0.0,0,2854.0,63,15,10
Kensington,51.054238,-114.088895,3,4,2,1,-1.3,0.0,1,8998.0,148,16,1
Sunalta,51.042035,-114.089479,14,4,4,0,6.1,2.3,0,2854.0,63,15,23
Hillhurst,51.054061,-114.093006,15,1,10,0,14.5,0.2,0,11663.0,44,7,19
Crescent Heights,51.059045,-114.062379,2,1,4,0,6.6,4.3,0,4062.0,74,4,0
Sunalta,51.043715,-114.087755,18,4,1,0,-14.0,0.6,0,2854.0,63,15,10
Kensington,51.05196,-114.087264,12,6,5,0,16.1,0.2,0,8998.0,148,16,26
Tuscany,51.12729,-114.22899,6,4,6,0,20.8,21.4,0,425.0,14,1,0
Crescent Heights,51.056665,-114.061379,17,3,12,0,-13.4,0.8,0,4062.0,74,4,17
East Village,51.045424,-114.047659,18,3,2,0,-9.5,1.1,0,14642.0,72,17,15
Mission,51.03587,-114.066,6,4,4,0,1.5,3.3,0,2547.0,129,15,9
Ramsay,51.036458,-114.027232,14,0,3,0,2.1,2.0,0,4208.0,75,13,21
Ramsay,51.040386,-114.031158,21,5,6,1,17.1,2.4,0,4208.0,75,13,21
Bowness,51.084879,-114.184948,20,6,1,0,-8.6,0.1,1,677.0,6,6,8
Bankview,51.033858,-114.091577,14,5,11,0,-9.2,0.2,1,3178.0,18,7,17
Eau Claire,51.050586,-114.07116,2,1,9,0,14.2,1.7,0,8455.0,24,4,1
University District,51.074176,-114.127201,19,4,4,0,9.4,3.6,0,1952.0,4,5,11
Eau Claire,51.049981,-114.068925,3,2,3,1,2.9,0.2,0,8455.0,24,4,2
McKenzie Towne,50.920929,-113.961705,1,1,11,0,-4.3,0.7,0,1688.0,10,1,0
East Village,51.044097,-114.051486,20,1,12,0,-3.6,0.9,0,14642.0,72,17,18
McKenzie Towne,50.92202,-113.96128,11,5,8,0,14.6,2.0,0,1688.0,10,1,2
Coventry Hills,51.153365,-114.084968,16,0,10,0,3.1,2.8,0,839.0,21,3,4
Coventry Hills,51.155554,-114.081808,20,5,3,1,5.0,0.3,0,839.0,21,3,6
Marlborough,51.052189,-113.968035,15,5,5,0,9.4,7.6,0,1531.0,10,4,11
Coventry Hills,51.152288,-114.087096,14,6,2,0,-12.7,2.0,0,839.0,21,3,4
Chinatown,51.050629,-114.066859,20,3,5,0,7.8,5.1,0,14759.0,49,10,21
Hillhurst,51.058324,-114.088071,1,5,10,0,6.7,2.1,0,11663.0,44,7,4
East Village,51.048751,-114.052583,8,1,5,0,17.9,5.8,0,14642.0,72,17,43
Bankview,51.035009,-114.093433,13,3,1,0,-7.7,0.3,0,3178.0,18,7,10
Bankview,51.033252,-114.087547,20,1,12,0,-4.3,0.2,0,3178.0,18,7,6
Tuscany,51.128338,-114.22516,14,4,11,0,-2.2,2.7,0,425.0,14,1,2
McKenzie Towne,50.925399,-113.957697,11,0,12,0,-6.2,0.6,0,1688.0,10,1,2
Mount Royal,51.034514,-114.083646,15,3,2,0,-6.5,0.3,0,10123.0,46,3,14
Coventry Hills,51.154167,-114.083695,8,6,11,0,-7.7,0.1,0,839.0,21,3,2
Tuscany,51.127527,-114.224463,15,4,2,0,-1.1,1.7,1,425.0,14,1,12
Tuscany,51.129252,-114.22043,6,4,12,0,-16.0,0.9,0,425.0,14,1,0
Ramsay,51.039492,-114.032257,0,6,7,0,29.8,6.4,0,4208.0,75,13,2
Beltline,51.04052,-114.068817,12,5,4,0,8.9,2.1,1,12253.0,72,21,36
Inglewood,51.036129,-114.029311,18,5,8,1,19.8,1.8,0,2547.0,14,15,15
Tuscany,51.127722,-114.226097,15,5,10,0,6.3,0.2,0,425.0,14,1,3
Marlborough,51.052324,-113.967636,2,1,12,0,-18.8,1.0,0,1531.0,10,4,0
Coventry Hills,51.151574,-114.083309,7,4,10,0,7.1,5.3,0,839.0,21,3,11
Signal Hill,51.017459,-114.172431,1,3,5,0,11.5,2.1,0,1089.0,3,4,0
East Village,51.045633,-114.054009,15,3,11,0,0.1,1.9,0,14642.0,72,17,25
Sunalta,51.04494,-114.092032,9,0,3,0,4.6,4.0,0,2854.0,63,15,17
East Village,51.046917,-114.049286,5,4,11,0,-7.4,1.6,0,14642.0,72,17,3
Ramsay,51.038475,-114.032683,3,3,5,0,18.0,3.2,0,4208.0,75,13,3
Chinatown,51.049279,-114.062401,7,2,7,0,26.1,14.4,0,14759.0,49,10,27
Crescent Heights,51.058395,-114.06389,21,4,2,0,-10.0,0.4,0,4062.0,74,4,10
Signal Hill,51.017426,-114.170464,21,6,8,0,18.9,3.3,0,1089.0,3,4,8
Crescent Heights,51.054534,-114.063683,9,2,3,1,-5.7,3.5,0,4062.0,74,4,17
Forest Lawn,51.046466,-113.972479,1,0,3,0,-11.2,3.1,1,2420.0,8,4,1
17th Avenue SW,51.039119,-114.076967,6,2,4,0,2.0,1.2,0,10501.0,66,8,11
Marlborough,51.055269,-113.97231,14,6,2,0,-8.4,0.1,0,1531.0,10,4,4
East Village,51.04287,-114.049321,21,0,2,1,-9.9,0.4,1,14642.0,72,17,13
Shawnessy,50.912143,-114.071015,16,2,3,0,-2.3,0.1,0,1900.0,8,1,5
Coventry Hills,51.152686,-114.087738,16,6,10,0,5.4,2.6,0,839.0,21,3,7
Victoria Park,51.039678,-114.056384,3,0,2,0,-14.7,1.7,0,13659.0,54,25,0
Signal Hill,51.014553,-114.166085,11,3,8,0,12.7,1.1,0,1089.0,3,4,13
Eau Claire,51.051968,-114.070659,21,0,1,0,-9.0,0.0,0,8455.0,24,4,3
Mount Royal,51.032546,-114.084457,16,3,8,0,11.5,11.0,0,10123.0,46,3,42
Bowness,51.086015,-114.181977,3,5,7,0,15.4,4.1,1,677.0,6,6,1
Marlborough,51.053673,-113.971531,18,3,7,0,9.5,4.8,0,1531.0,10,4,8
Crowfoot,51.123585,-114.158877,4,3,7,0,23.1,2.0,0,1289.0,9,6,0
Bowness,51.087991,-114.18333,12,4,5,0,10.8,0.1,0,677.0,6,6,7
Kensington,51.057161,-114.083975,6,4,5,0,17.5,20.5,0,8998.0,148,16,7
Mount Royal,51.033277,-114.083244,21,4,10,0,10.7,0.9,0,10123.0,46,3,13
Bankview,51.030733,-114.091976,21,2,1,0,-12.7,3.5,0,3178.0,18,7,4
Crowfoot,51.12372,-114.1645,7,5,6,1,15.0,4.5,0,1289.0,9,6,5
Tuscany,51.130415,-114.221993,3,2,4,0,2.8,0.4,0,425.0,14,1,1
Bankview,51.034012,-114.096129,2,1,1,0,-14.5,5.2,0,3178.0,18,7,3
Sunalta,51.043899,-114.091109,2,2,6,0,19.8,14.4,0,2854.0,63,15,3
Sunalta,51.041399,-114.094287,13,5,5,0,16.2,1.2,0,2854.0,63,15,17
Crowfoot,51.123637,-114.160646,6,0,11,0,-4.6,0.9,0,1289.0,9,6,1
Forest Lawn,51.0431,-113.972118,18,6,2,0,0.5,0.2,0,2420.0,8,4,14
Downtown Commercial Core,51.04635,-114.057934,20,0,8,0,25.2,5.2,0,9194.0,132,27,46
Crowfoot,51.121853,-114.164758,14,3,10,0,11.8,3.2,0,1289.0,9,6,6
Signal Hill,51.015811,-114.170181,16,5,6,0,15.0,0.7,0,1089.0,3,4,9
Cliff Bungalow,51.036602,-114.082583,14,6,2,0,-2.0,1.9,0,2836.0,77,7,13
Marda Loop,51.02778,-114.094465,0,3,1,0,-8.6,4.0,0,1451.0,7,3,3
Eau Claire,51.054396,-114.06982,17,3,4,0,5.6,4.2,0,8455.0,24,4,30
Tuscany,51.127334,-114.21787,14,0,12,0,-11.7,2.0,0,425.0,14,1,2
Shawnessy,50.909929,-114.064852,3,2,9,0,18.5,8.1,0,1900.0,8,1,3
Bowness,51.086124,-114.183088,15,1,10,0,12.2,2.5,0,677.0,6,6,12
Bridgeland,51.052024,-114.043195,13,3,2,0,-10.1,0.7,0,7505.0,38,33,14
Tuscany,51.13296,-114.223175,6,5,12,0,-11.1,1.4,0,425.0,14,1,1
Bankview,51.034484,-114.094079,6,3,9,0,14.1,2.9,0,3178.0,18,7,3
Beltline,51.041494,-114.069013,11,3,11,0,0.6,0.7,0,12253.0,72,21,21
Tuscany,51.128395,-114.222718,4,2,5,0,16.5,9.9,0,425.0,14,1,0
17th Avenue SW,51.040966,-114.081034,15,5,7,0,27.5,6.7,0,10501.0,66,8,24
