machine_id,temperature,vibration,pressure,rpm,power_consumption,operating_hours,age_months,maintenance_history_count,failure_within_7days,rolling_mean_temp_24h,rolling_std_vibration_24h,temp_pressure_ratio
22,64.63,2.463,5.02,1210.5,67.11,25315,35,6,0,69.17,1.2244,12.8745
39,56.55,4.232,5.21,1412.1,63.78,34383,15,13,0,70.29,3.992,10.8541
37,75.6,5.827,6.81,1382.5,54.16,14278,91,13,0,71.15,1.8793,11.1013
42,60.96,0.866,5.37,1450.9,52.5,5665,63,17,0,70.23,2.6032,11.352
17,81.97,1.786,4.58,1556.5,46.04,48938,49,0,0,71.28,1.3284,17.8974
36,62.14,3.251,6.24,1716.9,49.17,32731,32,13,0,69.9,1.4111,9.9583
10,74.88,2.029,4.18,1413.3,41.33,31296,81,9,0,66.05,1.5665,17.9139
43,61.95,1.98,6.16,1184.6,62.97,22132,106,18,0,67.52,5.7285,10.0568
1,62.98,2.855,4.97,1648.2,54.15,2255,74,9,0,70.68,2.8965,12.672
6,65.59,0.688,5.04,1466.9,61.12,28715,71,2,0,69.79,1.4841,13.0139
41,55.98,1.933,5.05,1396.0,66.38,17039,22,7,0,69.13,1.5459,11.0851
28,69.87,0.87,5.11,1197.9,71.24,47697,40,2,0,67.03,1.1368,13.6732
38,69.36,1.887,4.51,1937.9,50.92,28463,81,13,0,69.31,3.2845,15.3792
18,69.6,3.237,4.97,1258.4,71.22,33023,65,18,0,69.15,1.3134,14.004
19,64.98,2.978,6.12,1627.4,50.01,34121,75,12,0,68.6,1.6599,10.6176
24,62.25,2.756,4.84,1621.6,52.02,2221,86,13,0,68.37,1.4025,12.8616
22,67.1,1.449,5.04,1819.2,45.48,25285,35,6,0,69.1,1.2248,13.3135
44,72.14,1.499,4.25,1678.6,47.13,15657,41,3,0,72.3,3.0283,16.9741
27,60.9,1.817,5.16,1334.1,42.46,2068,52,16,0,71.6,1.3674,11.8023
49,74.36,0.913,4.29,1287.8,73.96,34917,62,5,0,68.63,1.4248,17.3333
29,63.58,3.903,4.92,1580.6,67.48,37031,18,13,0,69.93,2.2122,12.9228
10,75.61,2.808,3.98,1338.3,62.35,31107,81,9,0,66.21,1.4807,18.9975
19,68.81,5.819,5.99,1053.6,45.77,34185,75,12,0,69.03,1.74,11.4875
29,70.54,3.065,5.32,1753.6,44.73,36912,18,13,0,69.55,2.2022,13.2594
25,64.85,2.904,4.57,1487.0,72.43,9184,25,2,0,71.84,1.1205,14.1904
20,74.48,1.183,6.41,1288.7,55.61,24778,31,3,0,72.14,4.306,11.6193
21,104.23,2.753,4.86,1649.5,96.07,41450,7,11,1,72.7,1.5635,21.4465
4,68.74,1.079,6.87,1763.9,48.0,31526,45,1,0,73.48,1.4314,10.0058
47,74.36,3.871,4.18,1228.9,39.95,18127,55,7,0,70.39,2.2785,17.7895
22,72.88,4.046,5.32,1349.2,56.63,24887,35,6,0,69.44,1.2659,13.6992
28,72.73,2.012,5.69,1467.0,59.99,48082,40,2,0,67.2,1.1348,12.7821
19,83.29,1.042,5.19,1313.4,38.83,34092,75,12,0,69.55,1.7837,16.0482
11,96.3,2.42,3.04,1664.9,72.71,39718,84,14,1,71.99,1.9677,31.6776
14,89.58,2.66,4.79,1421.0,51.65,32765,41,2,0,74.27,1.7581,18.7015
10,65.16,3.888,6.08,1457.3,55.33,31207,81,9,0,66.51,1.3761,10.7171
5,81.3,2.312,5.26,1731.8,37.67,31248,49,5,0,73.12,1.8158,15.4563
49,58.77,1.502,3.43,1064.1,48.03,35214,62,5,0,68.66,1.4252,17.1341
26,77.74,1.465,5.84,1681.6,65.36,11851,95,13,0,73.27,3.4387,13.3116
34,75.55,11.24,3.46,1607.4,80.59,36811,12,19,1,70.66,2.4732,21.8353
49,62.87,1.192,5.42,1155.9,61.64,34851,62,5,0,68.0,1.4506,11.5996
6,55.7,2.334,5.39,1457.0,62.48,28443,71,2,0,70.02,1.4555,10.334
28,54.53,2.937,6.07,1615.1,41.92,47718,40,2,0,67.2,1.0517,8.9835
26,89.79,6.089,4.57,1737.3,93.64,11928,95,13,1,73.7,3.4783,19.6477
9,66.15,3.968,4.47,926.8,58.71,28658,28,7,0,68.02,1.9314,14.7987
44,92.43,2.882,3.68,1329.5,76.6,15263,41,3,1,73.29,3.0124,25.1168
27,60.0,2.593,5.5,1397.4,39.4,2153,52,16,0,71.38,1.3328,10.9091
17,74.21,1.73,6.88,1619.2,44.48,49149,49,0,0,71.74,1.333,10.7863
14,66.6,2.947,5.28,1493.1,67.44,32893,41,2,0,73.33,1.6411,12.6136
33,69.95,1.708,5.02,1538.6,62.95,17485,109,0,0,70.11,2.2014,13.9343
30,63.16,1.765,5.34,1253.6,50.11,30634,90,2,0,66.96,2.2476,11.8277
27,68.83,1.901,5.36,1607.5,64.28,2127,52,16,0,71.3,1.314,12.8414
30,67.87,1.844,6.79,1383.8,64.19,30627,90,2,0,67.13,2.2522,9.9956
50,75.87,3.119,5.28,1312.9,55.51,22284,21,3,0,70.65,1.8162,14.3693
46,75.33,1.521,4.9,1819.9,46.97,11397,19,9,0,67.98,1.6232,15.3735
49,56.91,1.525,4.16,1823.3,48.07,35025,62,5,0,67.54,1.4593,13.6803
32,69.99,1.346,5.33,1083.0,51.23,25968,56,0,0,68.04,1.584,13.1313
42,87.71,13.321,2.74,1687.6,88.37,5992,63,17,1,70.57,3.3083,32.0109
34,56.92,1.903,5.6,1614.8,64.1,36872,12,19,0,70.09,2.4483,10.1643
9,61.23,1.348,6.05,1638.8,61.64,28722,28,7,0,67.4,1.9104,10.1207
49,52.46,1.482,5.84,1380.0,58.3,35076,62,5,0,66.26,1.4524,8.9829
40,62.02,1.11,4.4,1916.4,53.82,39313,23,8,0,67.86,1.5148,14.0955
45,68.33,2.371,6.48,1572.4,75.88,1009,30,11,0,74.46,1.76,10.5448
28,72.68,1.914,5.68,1571.5,57.73,47952,40,2,0,67.13,1.0363,12.7958
22,74.68,1.45,5.48,1546.8,67.2,25257,35,6,0,69.8,1.2667,13.6277
26,69.89,3.087,6.38,1322.0,51.51,12210,95,13,0,74.25,3.4594,10.9545
44,75.38,1.312,4.1,1581.5,63.47,15267,41,3,0,71.38,1.8384,18.3854
14,64.04,2.982,6.19,1388.9,65.31,32850,41,2,0,72.62,1.6376,10.3457
39,64.86,2.419,4.73,1508.7,67.11,34021,15,13,0,70.14,3.9955,13.7125
4,59.37,0.928,5.98,1167.0,30.17,31816,45,1,0,71.11,1.2505,9.9281
1,63.31,4.2,5.25,1385.1,62.82,2289,74,9,0,70.75,2.8977,12.059
45,57.99,1.85,5.33,1044.3,52.25,1256,30,11,0,73.76,1.7578,10.8799
27,59.69,3.352,5.46,1288.1,42.64,2379,52,16,0,68.9,1.2077,10.9322
16,74.88,1.652,5.39,1689.0,66.88,2973,83,12,0,67.07,0.9908,13.8924
34,71.41,1.896,4.66,1472.0,55.01,37124,12,19,0,70.04,2.4597,15.324
48,80.73,2.48,6.11,1515.9,51.95,29720,115,7,0,70.37,1.5885,13.2128
19,70.59,2.753,5.08,1851.9,52.91,33978,75,12,0,69.64,1.7825,13.8957
45,60.43,7.203,4.89,1876.8,69.69,959,30,11,0,73.73,1.9606,12.3579
29,57.29,1.503,4.7,1290.2,49.57,36936,18,13,0,68.95,2.2122,12.1894
26,68.96,1.691,6.21,1525.3,74.56,11725,95,13,0,73.89,3.4605,11.1047
29,79.79,2.533,6.95,1645.3,66.69,36736,18,13,0,69.41,2.2103,11.4806
4,63.85,0.918,6.4,1611.9,56.92,31565,45,1,0,71.04,1.2581,9.9766
32,59.09,2.725,5.67,1730.0,62.02,26267,56,0,0,67.22,1.5791,10.4215
34,72.79,2.476,5.48,1418.4,58.73,37026,12,19,0,70.31,2.4213,13.2828
12,68.35,2.703,5.46,1322.2,50.93,32481,111,6,0,69.88,1.9629,12.5183
23,66.68,1.967,5.99,1414.1,55.91,6222,25,12,0,72.52,1.4298,11.1319
8,62.16,2.041,4.77,1515.8,53.73,39623,98,4,0,69.99,1.7886,13.0314
14,74.58,5.603,4.95,1529.9,48.87,33166,41,2,0,73.28,1.6747,15.0667
44,63.99,2.124,4.55,1573.0,50.79,15301,41,3,0,70.7,1.8394,14.0637
15,73.23,1.871,5.25,1659.5,43.71,12875,110,16,0,68.23,0.9561,13.9486
4,70.2,3.417,5.3,1595.7,53.9,31795,45,1,0,70.4,1.2622,13.2453
30,60.96,1.37,4.17,1518.9,54.38,30765,90,2,0,67.64,2.2568,14.6187
34,62.33,2.18,4.73,1437.1,59.02,37110,12,19,0,70.15,2.426,13.1776
20,62.91,2.498,6.29,1145.9,41.91,24856,31,3,0,71.4,4.3103,10.0016
39,62.34,1.676,6.55,1401.9,64.57,34266,15,13,0,69.94,3.9975,9.5176
19,60.21,1.093,5.86,1806.6,61.46,34014,75,12,0,69.11,1.4768,10.2747
24,57.58,3.407,5.7,1357.9,39.05,2493,86,13,0,67.61,1.4066,10.1018
20,61.66,3.252,5.68,1408.9,56.58,24626,31,3,0,70.9,4.3029,10.8556
13,69.28,1.816,5.6,1353.2,33.97,47100,72,9,0,69.58,1.3136,12.3714
13,63.31,2.13,5.5,1475.1,39.57,46660,72,9,0,69.61,1.3185,11.5109
19,52.26,1.692,5.34,1359.5,57.71,33977,75,12,0,68.48,1.4802,9.7865
16,72.98,1.491,6.29,1444.8,46.28,2995,83,12,0,67.77,0.9742,11.6025
37,66.87,1.097,6.09,1256.4,60.5,14413,91,13,0,71.37,1.916,10.9803
10,63.44,1.286,5.7,1243.6,49.08,31136,81,9,0,66.73,1.4219,11.1298
16,72.96,3.915,5.89,1329.6,69.25,3036,83,12,0,68.08,1.0036,12.3871
36,74.29,1.4,4.41,1533.0,51.67,32468,32,13,0,70.2,1.4166,16.8458
12,77.47,3.579,5.22,1323.7,85.0,32439,111,6,0,70.12,1.9527,14.841
11,68.24,1.224,3.82,1570.7,40.05,39945,84,14,0,71.9,1.9852,17.8639
23,59.32,2.397,5.85,1586.0,60.87,6371,25,12,0,72.63,1.4165,10.1402
4,65.23,2.851,6.51,1346.7,75.38,31822,45,1,0,69.42,1.2491,10.02
26,76.07,0.936,4.92,1582.1,45.28,12202,95,13,0,72.25,3.499,15.4614
35,71.5,4.068,5.62,1446.8,66.57,8286,57,10,0,68.32,1.4055,12.7224
10,77.8,2.288,5.5,1231.8,30.67,31157,81,9,0,66.96,1.4302,14.1455
19,77.5,1.41,6.08,1614.2,70.34,33967,75,12,0,68.88,1.4958,12.7467
43,74.8,2.05,4.38,1245.9,49.49,22179,106,18,0,68.4,5.738,17.0776
42,60.44,2.977,5.19,1581.6,38.98,5727,63,17,0,70.12,3.308,11.6455
5,71.31,3.324,6.29,1381.3,37.44,31190,49,5,0,72.08,1.487,11.337
37,53.01,1.716,6.05,1476.3,62.17,14589,91,13,0,71.07,1.9086,8.762
30,70.66,1.249,5.55,1779.0,44.64,30980,90,2,0,67.17,2.2738,12.7315
20,63.6,1.44,6.28,1156.8,49.94,24547,31,3,0,71.0,4.3215,10.1274
3,72.69,1.513,6.03,1181.8,70.6,50010,40,16,0,69.12,1.5352,12.0547
40,79.49,2.551,6.29,1111.1,61.1,39090,23,8,0,68.43,1.5013,12.6375
9,76.7,2.967,5.64,1684.6,45.63,28830,28,7,0,67.95,1.8606,13.5993
15,76.18,1.306,4.93,1277.0,70.2,12721,110,16,0,69.47,0.9689,15.4523
26,60.88,2.758,6.31,2040.1,52.98,12170,95,13,0,71.81,3.4109,9.6482
40,66.55,2.263,5.28,1550.0,58.83,39285,23,8,0,67.9,1.5014,12.6042
31,55.51,1.964,4.97,1065.6,85.11,8538,56,3,0,72.84,2.3712,11.169
44,79.17,9.466,4.41,1814.1,105.51,15423,41,3,1,71.43,2.2749,17.9524
5,81.87,3.123,5.63,1517.1,44.01,31592,49,5,0,72.71,1.4858,14.5417
19,68.0,1.183,4.93,1396.6,42.84,34097,75,12,0,68.73,1.4767,13.7931
11,62.35,2.774,5.62,1468.2,66.8,39538,84,14,0,71.9,1.9785,11.0943
10,57.32,2.708,5.64,1558.0,40.72,31073,81,9,0,66.48,1.4301,10.1631
17,63.1,3.303,5.2,1533.4,47.77,49210,49,0,0,71.09,1.3441,12.1346
28,70.3,1.196,5.5,1064.0,52.25,47967,40,2,0,67.13,1.039,12.7818
34,59.55,2.528,5.73,1511.1,48.12,36895,12,19,0,69.93,2.3917,10.3927
10,87.81,4.199,6.75,1420.2,77.3,31126,81,9,1,67.19,1.4504,13.0089
13,76.38,9.163,4.02,1659.9,88.99,46931,72,9,1,69.95,1.8366,19.0
25,55.7,3.52,4.34,1159.5,65.17,9108,25,2,0,70.78,1.1221,12.8341
5,54.68,1.846,6.1,1514.8,70.43,31575,49,5,0,72.15,1.4087,8.9639
36,79.83,8.563,4.68,1192.1,45.56,32361,32,13,0,70.58,1.8576,17.0577
11,69.2,1.583,4.38,1525.9,38.93,39661,84,14,0,71.73,1.9871,15.7991
25,82.63,2.248,4.85,1206.7,53.71,9193,25,2,0,70.38,1.1211,17.0371
36,75.89,2.807,5.13,1357.4,72.52,32334,32,13,0,71.39,1.8492,14.7934
19,70.15,2.194,5.66,1311.6,43.32,34295,75,12,0,68.99,1.4634,12.394
36,61.45,6.529,4.65,1623.0,56.14,32561,32,13,0,70.66,1.9851,13.2151
42,73.77,9.021,3.91,1803.1,67.3,5560,63,17,1,70.01,3.518,18.867
44,64.63,3.739,4.77,1438.1,49.37,15257,41,3,0,71.08,2.2387,13.5493
27,80.84,8.225,5.52,1412.4,44.57,2348,52,16,0,69.66,1.6818,14.6449
35,73.84,3.094,6.51,1464.6,48.25,8444,57,10,0,68.05,1.411,11.3425
13,66.37,2.881,6.36,1303.9,66.96,46900,72,9,0,69.77,1.802,10.4355
38,60.6,3.675,5.06,1415.0,42.75,28373,81,13,0,68.76,3.2877,11.9763
42,51.84,1.64,4.53,1530.8,64.32,5970,63,17,0,69.27,3.5043,11.4437
15,63.66,2.465,5.13,1282.0,58.38,12889,110,16,0,69.09,0.9377,12.4094
12,63.97,2.71,5.55,1336.2,43.33,32345,111,6,0,69.79,1.9254,11.5261
43,80.93,1.714,5.1,1265.4,54.16,22116,106,18,0,69.2,5.7508,15.8686
10,66.14,2.203,5.66,1280.9,56.09,30917,81,9,0,67.52,1.4267,11.6855
29,77.5,1.964,6.67,1327.3,51.05,36701,18,13,0,69.88,2.2148,11.6192
21,69.54,2.376,4.79,1386.2,39.96,41257,7,11,0,72.52,1.1872,14.5177
31,78.04,1.101,5.93,1602.5,58.2,8556,56,3,0,73.39,2.3723,13.1602
45,79.06,1.515,5.37,1283.8,67.39,1190,30,11,0,74.35,1.9774,14.7225
4,68.17,1.813,4.8,1133.0,43.58,31865,45,1,0,69.72,1.2408,14.2021
31,101.5,26.134,2.82,1546.9,69.38,8164,56,3,1,73.66,5.1543,35.9929
8,62.48,2.544,6.28,1316.8,58.52,39758,98,4,0,69.8,1.7628,9.949
5,68.03,2.138,5.12,1343.9,44.61,31167,49,5,0,72.15,1.4201,13.2871
32,65.39,4.16,6.3,1254.5,52.16,26281,56,0,0,67.3,1.6099,10.3794
26,73.18,3.789,5.47,1529.8,48.74,11810,95,13,0,71.29,3.4094,13.3784
24,70.65,2.074,4.6,1228.2,46.26,2259,86,13,0,67.51,1.4111,15.3587
29,67.51,4.038,6.88,1567.4,64.59,37013,18,13,0,70.28,1.0664,9.8125
8,93.58,20.717,3.43,1581.8,88.79,39702,98,4,1,70.87,4.0114,27.2828
19,64.84,2.451,4.83,1724.7,61.02,34071,75,12,0,68.72,1.3097,13.4244
23,54.72,2.837,6.24,1437.0,51.17,6457,25,12,0,72.11,1.4164,8.7692
34,67.09,2.01,3.78,1233.6,56.59,37004,12,19,0,69.93,2.4035,17.7487
6,84.3,1.496,4.21,1676.7,47.38,28688,71,2,0,70.1,1.4532,20.0238
23,75.45,2.359,5.55,1570.4,75.58,6675,25,12,0,72.33,1.4059,13.5946
39,68.42,2.993,5.1,1480.2,38.03,33931,15,13,0,69.59,3.9576,13.4157
50,69.37,3.914,6.67,1337.6,35.04,22252,21,3,0,70.14,1.7368,10.4003
39,71.33,2.328,6.49,1419.8,66.8,34358,15,13,0,69.77,3.9414,10.9908
18,57.27,2.7,6.4,1165.0,51.94,32931,65,18,0,68.67,1.3136,8.9484
3,85.62,8.52,1.27,2409.9,77.16,50200,40,16,1,69.87,1.9964,67.4173
18,75.08,2.904,7.57,1408.6,65.79,32789,65,18,0,68.96,1.312,9.9181
9,74.02,1.38,6.44,1649.2,38.93,28931,28,7,0,68.26,1.8739,11.4938
50,55.94,5.884,5.81,1984.0,69.04,22100,21,3,0,69.6,1.858,9.6282
25,65.91,2.178,4.88,1256.5,45.85,8968,25,2,0,69.58,1.1324,13.5061
4,74.92,5.749,6.17,1838.7,60.48,31775,45,1,0,69.84,1.4099,12.1426
8,96.27,5.946,2.71,1009.7,60.57,39752,98,4,1,72.08,4.0059,35.524
14,77.1,1.512,5.11,1652.3,54.35,33195,41,2,0,73.71,1.6688,15.0881
36,70.42,3.05,4.03,1278.5,37.67,32545,32,13,0,70.55,1.935,17.4739
9,58.66,1.079,4.72,1213.4,59.21,28575,28,7,0,68.17,1.8944,12.428
45,68.92,0.911,5.78,1358.8,60.78,979,30,11,0,73.88,2.0065,11.9239
2,64.16,3.143,5.73,1760.8,48.29,6613,88,17,0,69.93,1.3263,11.1972
22,73.82,5.752,6.55,1827.7,50.91,25227,35,6,0,70.53,1.4004,11.2702
7,72.43,11.057,3.46,1382.2,101.15,2645,118,6,1,71.72,2.5724,20.9335
50,69.72,1.992,5.61,1257.8,74.38,22156,21,3,0,70.32,1.8605,12.4278
9,72.87,3.126,5.65,968.1,59.44,28674,28,7,0,68.03,1.8465,12.8973
38,68.48,1.395,5.65,1736.4,44.91,28223,81,13,0,69.73,3.2792,12.1204
20,69.59,1.927,5.08,1318.7,63.14,24729,31,3,0,70.79,4.3291,13.6988
47,80.79,8.212,2.16,1481.4,89.94,17981,55,7,1,69.45,2.4949,37.4028
20,54.11,3.003,5.72,1477.7,47.18,24886,31,3,0,69.55,3.2561,9.4598
37,100.08,5.953,3.16,1432.8,64.06,14500,91,13,1,72.06,1.9385,31.6709
30,78.98,1.293,5.75,1640.6,63.25,30791,90,2,0,67.95,2.2889,13.7357
21,76.22,6.466,6.95,1636.2,54.74,41615,7,11,0,72.7,1.3724,10.9669
38,67.03,2.223,5.8,1629.1,50.98,28340,81,13,0,69.45,3.2659,11.5569
5,74.11,1.522,5.73,1766.7,53.38,31270,49,5,0,72.42,1.4459,12.9337
41,76.34,11.931,3.42,1702.1,77.23,16978,22,7,1,69.25,2.4025,22.3216
42,81.95,4.139,2.07,2253.2,74.8,5840,63,17,1,70.23,3.4972,39.5894
2,76.02,6.524,4.73,1539.0,83.36,6752,88,17,1,69.9,1.5018,16.0719
29,65.62,0.877,6.7,1587.1,58.36,36747,18,13,0,69.96,1.0887,9.794
45,77.64,2.388,5.45,1376.4,51.49,1107,30,11,0,72.62,1.9889,14.2459
10,76.06,1.637,3.57,1361.3,60.21,31363,81,9,0,68.16,1.4568,21.3053
45,58.7,5.35,6.03,1873.0,38.01,970,30,11,0,71.84,2.0483,9.7347
12,80.53,2.652,4.75,1459.3,118.78,32278,111,6,1,69.85,1.9208,16.9537
15,73.65,3.19,5.55,1344.1,40.25,12811,110,16,0,69.46,0.9219,13.2703
30,53.72,2.371,6.32,1396.7,50.16,30723,90,2,0,67.1,2.2839,8.5
22,70.33,1.591,5.31,1452.8,58.66,24859,35,6,0,70.32,1.3598,13.2448
4,64.16,3.403,5.44,1464.2,67.29,31840,45,1,0,69.28,1.3845,11.7941
38,66.12,2.513,4.87,1602.5,49.51,28349,81,13,0,69.28,3.254,13.577
17,62.49,2.049,6.77,1567.6,64.8,48939,49,0,0,70.81,1.3354,9.2304
49,61.44,1.343,7.65,1562.2,62.87,35114,62,5,0,65.61,1.449,8.0314
13,55.52,2.151,5.96,1390.4,68.13,46769,72,9,0,69.4,1.8056,9.3154
11,64.52,1.315,3.19,1859.0,46.63,39775,84,14,0,71.69,2.0044,20.2257
43,85.52,11.589,1.07,1853.5,60.88,22058,106,18,1,70.0,5.9506,79.9252
20,66.85,1.217,7.1,1018.2,59.33,24986,31,3,0,68.01,3.2689,9.4155
14,76.61,1.635,4.49,1287.3,70.23,33197,41,2,0,73.92,1.6938,17.0624
33,100.87,10.402,4.65,1990.4,68.31,17690,109,0,1,71.73,2.5772,21.6925
23,61.02,0.889,5.49,1484.9,97.43,6206,25,12,0,71.98,1.4196,11.1148
38,68.6,4.446,5.36,1901.4,53.16,28527,81,13,0,69.17,3.2625,12.7985
3,75.55,4.26,5.92,1482.2,54.33,50158,40,16,0,69.43,1.6397,12.7618
36,70.76,2.551,5.64,1588.5,62.94,32332,32,13,0,69.56,1.7597,12.5461
26,67.77,5.142,3.74,1574.4,59.6,11865,95,13,0,71.76,3.4123,18.1203
44,55.62,1.578,6.2,1369.4,55.37,15643,41,3,0,70.87,2.2483,8.971
30,74.25,2.321,4.96,1351.2,65.89,31052,90,2,0,67.88,2.2717,14.9698
1,74.85,3.329,5.75,1352.9,66.26,2724,74,9,0,71.2,2.8801,13.0174
29,72.87,4.003,6.08,1157.1,49.58,36812,18,13,0,69.8,1.1036,11.9852
2,77.26,5.334,3.26,1191.3,84.41,6572,88,17,1,69.95,1.5701,23.6994
10,68.53,1.219,5.11,1539.4,45.08,31073,81,9,0,68.46,1.5026,13.411
6,72.01,2.433,5.56,1246.9,64.78,28657,71,2,0,70.82,1.4372,12.9514
42,61.16,2.591,6.08,1127.8,49.9,5935,63,17,0,69.57,3.4743,10.0592
9,80.69,5.445,4.82,1274.3,60.16,28859,28,7,0,68.47,1.9093,16.7407
13,65.03,3.225,6.0,1929.0,49.91,46715,72,9,0,69.18,1.7298,10.8383
11,91.12,8.848,3.14,1713.9,74.47,39794,84,14,1,72.4,2.3479,29.0191
3,64.09,1.418,5.94,1488.8,48.06,50093,40,16,0,68.49,1.6459,10.7896
18,66.85,1.485,4.83,1548.4,51.03,33130,65,18,0,68.62,1.3186,13.8406
25,78.18,3.585,4.51,1328.1,90.34,8778,25,2,0,70.26,1.1345,17.3348
44,75.04,1.148,4.12,1294.1,38.9,15557,41,3,0,71.22,2.2768,18.2136
22,68.76,2.495,5.9,1596.4,70.09,25262,35,6,0,70.08,1.3237,11.6542
19,81.33,1.548,4.38,1672.0,57.77,34006,75,12,0,69.73,1.3002,18.5685
46,63.57,2.806,4.86,1320.6,50.9,11107,19,9,0,67.89,1.6179,13.0802
28,53.4,1.313,5.78,1480.3,49.6,48029,40,2,0,67.2,1.0476,9.2388
14,80.08,2.545,6.52,1561.1,56.78,33088,41,2,0,73.56,1.6609,12.2822
25,71.9,2.379,5.39,1397.2,42.75,9187,25,2,0,70.12,1.1374,13.3395
46,67.72,3.34,6.57,1499.3,52.47,11058,19,9,0,67.59,1.5655,10.3075
3,63.64,1.256,6.29,1356.4,66.74,50224,40,16,0,68.54,1.6608,10.1176
6,55.76,3.081,6.74,1462.9,60.82,28683,71,2,0,70.42,1.4361,8.273
31,78.06,2.656,5.19,2035.0,71.49,8441,56,3,0,73.75,5.1575,15.0405
15,64.52,2.416,6.69,1352.4,49.54,12792,110,16,0,69.31,0.9198,9.6442
42,68.15,1.44,5.98,1451.5,54.16,5805,63,17,0,69.7,3.4928,11.3963
20,63.81,2.246,5.2,1431.1,36.23,24919,31,3,0,68.1,3.2708,12.2712
29,60.02,1.076,5.46,1571.7,55.25,36812,18,13,0,69.24,1.1237,10.9927
14,56.46,1.843,5.02,1470.1,55.48,33208,41,2,0,73.19,1.5861,11.247
23,61.3,1.473,4.92,1239.7,77.41,6318,25,12,0,71.64,1.3721,12.4593
15,87.3,2.588,7.07,1528.7,66.13,12874,110,16,0,70.32,0.9211,12.3479
6,87.67,11.596,4.76,2285.4,86.17,28376,71,2,1,70.77,2.2982,18.4181
1,74.99,4.851,4.59,1993.6,61.04,2600,74,9,0,71.61,2.815,16.3377
6,74.97,2.353,5.56,1349.9,53.79,28560,71,2,0,70.75,2.2631,13.4838
36,98.42,10.1,2.99,1941.1,79.98,32446,32,13,1,71.17,2.2903,32.9164
26,69.91,2.108,5.16,1841.9,52.32,12193,95,13,0,71.48,3.4188,13.5484
21,65.6,3.689,4.8,1332.2,59.88,41327,7,11,0,72.38,1.3844,13.6667
6,72.35,4.623,4.45,1494.3,86.11,28600,71,2,1,70.98,2.2861,16.2584
32,69.82,4.386,5.47,1447.6,58.03,26002,56,0,0,67.83,1.6555,12.7642
45,70.99,1.887,5.25,1516.2,62.03,1152,30,11,0,71.66,2.0469,13.5219
34,73.83,4.886,3.13,1921.0,86.26,37111,12,19,1,70.1,2.4225,23.5879
20,82.39,1.635,4.57,1669.6,46.05,24815,31,3,0,69.2,3.2748,18.0284
45,88.99,5.355,1.99,1576.0,61.26,1178,30,11,1,72.0,2.1002,44.7186
24,60.01,3.526,5.59,1381.1,52.43,2247,86,13,0,66.99,1.4086,10.7352
23,68.44,5.653,3.99,1077.5,46.89,6450,25,12,0,71.0,1.5204,17.1529
16,55.45,1.444,3.62,1551.0,57.84,3077,83,12,0,67.57,1.0112,15.3177
20,79.67,5.042,4.75,1318.5,49.51,24696,31,3,0,69.75,3.3077,16.7726
49,67.31,1.317,6.02,1660.9,36.35,34917,62,5,0,65.43,1.469,11.1811
39,77.83,2.537,6.96,1503.7,66.51,34155,15,13,0,69.83,3.9286,11.1825
22,64.2,1.48,6.02,1548.3,36.03,25129,35,6,0,69.76,1.3082,10.6645
8,76.38,2.299,5.88,1232.8,53.13,39706,98,4,0,72.45,3.9616,12.9898
47,75.78,3.507,5.26,1499.9,77.4,18154,55,7,0,69.52,2.4686,14.4068
50,65.39,5.05,4.29,1464.2,52.49,22370,21,3,0,69.41,1.9099,15.2424
48,59.6,2.413,5.49,1301.9,42.01,29606,115,7,0,70.07,1.5526,10.8561
5,75.01,1.092,5.38,1540.3,64.76,31576,49,5,0,71.96,1.4885,13.9424
9,69.92,2.776,5.43,1676.0,64.44,28981,28,7,0,68.54,1.8965,12.8766
12,68.97,2.967,4.92,1330.7,53.77,32643,111,6,0,69.65,1.8771,14.0183
23,76.14,3.127,5.86,1634.5,77.0,6341,25,12,0,70.87,1.4937,12.9932
13,83.76,2.138,6.08,1304.4,47.27,46819,72,9,0,69.19,1.7294,13.7763
28,65.37,2.326,5.43,1412.7,76.07,48035,40,2,0,67.02,1.0443,12.0387
46,73.0,2.541,5.94,1400.7,61.15,11504,19,9,0,68.13,1.4917,12.2896
12,70.49,2.188,6.36,1492.2,43.1,32247,111,6,0,70.13,1.878,11.0833
25,65.95,6.277,6.55,1595.2,52.87,9165,25,2,0,69.49,1.2911,10.0687
29,105.24,5.328,3.21,1795.4,98.82,37000,18,13,1,70.08,1.231,32.785
16,70.65,1.344,7.16,1589.7,56.93,3179,83,12,0,67.25,0.9879,9.8673
15,68.4,1.277,5.51,1688.6,50.14,12549,110,16,0,70.73,0.9387,12.4138
22,67.74,1.603,4.71,1028.5,39.18,24970,35,6,0,70.37,1.3052,14.3822
29,85.42,4.222,4.76,1407.2,57.0,37133,18,13,0,70.52,1.2761,17.9454
7,89.44,10.799,6.11,1200.8,41.93,2960,118,6,0,72.85,2.9409,14.6383
15,66.39,4.738,6.46,1299.5,50.12,12570,110,16,0,70.82,1.0608,10.2771
12,62.7,3.516,6.02,1284.1,43.42,32293,111,6,0,69.72,1.8821,10.4153
9,52.36,1.128,6.16,1684.8,73.49,28577,28,7,0,68.47,1.918,8.5
16,72.1,5.072,5.43,1381.5,39.51,3321,83,12,0,67.34,1.1414,13.2781
33,52.6,1.024,5.73,1516.7,55.17,17479,109,0,0,70.96,2.6365,9.1798
