gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,25,No,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),41.57,1122.82,0
Male,0,Yes,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.76,1139.97,0
Male,0,No,No,7,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,86.49,653.45,0
Male,0,Yes,Yes,13,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,99.91,1410.46,0
Female,0,No,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,67.96,4461.91,0
Male,0,Yes,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,118.0,125.43,1
Female,0,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),80.05,1801.98,0
Female,0,No,No,21,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,76.73,1617.45,1
Male,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,51.89,2269.32,0
Female,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,25.7,374.22,0
Male,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),56.8,457.51,1
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.23,7975.26,1
Male,0,Yes,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),70.53,1972.11,1
Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,53.06,239.21,0
Male,0,Yes,Yes,6,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),37.65,285.67,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.96,5866.93,1
Female,0,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.05,263.85,1
Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.51,2309.4,0
Male,0,Yes,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,50.96,895.33,1
Male,0,Yes,No,69,No,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.98,3938.34,0
Male,0,No,No,45,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),84.06,3729.28,0
Female,1,Yes,No,29,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,36.3,984.12,0
Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,65.0,38.65,0
Female,0,No,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.98,1309.68,0
Female,1,No,No,18,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.41,1103.21,1
Male,0,No,Yes,72,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.71,5696.27,1
Male,0,No,No,21,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,88.54,1802.88,0
Female,0,Yes,No,37,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),98.83,3638.52,1
Male,0,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.56,204.21,0
Female,1,No,No,43,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,52.6,2373.56,0
Male,1,No,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,232.77,1
Male,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),94.52,1243.14,0
Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,49.06,252.55,0
Male,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),21.4,103.82,1
Female,0,No,No,6,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,118.0,726.44,0
Male,0,Yes,No,12,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,62.98,796.9,0
Female,1,Yes,Yes,71,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,79.47,5697.41,0
Female,0,No,No,14,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.64,1005.72,1
Male,0,No,No,41,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),64.37,2615.04,0
Female,0,No,No,2,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,53.19,116.58,0
Male,1,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,47.29,1239.15,1
Male,0,Yes,Yes,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,118.0,2492.69,1
Male,0,Yes,No,72,Yes,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),21.07,1560.54,0
Female,0,Yes,No,59,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),51.81,3141.63,0
Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.09,769.98,0
Male,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),80.33,3647.41,1
Male,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),52.38,383.87,1
Female,0,No,No,26,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),49.83,1368.95,0
Male,0,No,No,2,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.05,122.07,1
Male,1,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Electronic check,118.0,1513.97,0
Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,39.89,391.05,0
Male,1,Yes,No,40,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.26,733.18,0
Female,0,No,Yes,21,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,66.68,1370.82,0
Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,No,Electronic check,89.93,3919.28,0
Female,0,Yes,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),58.34,1473.57,0
Male,0,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Two year,No,Electronic check,83.79,206.95,0
Male,1,No,No,42,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,48.35,2016.87,0
Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,118.0,6797.43,0
Male,0,Yes,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,83.23,5987.91,1
Female,0,Yes,No,27,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),50.27,1417.75,0
Male,0,No,Yes,44,Yes,No phone service,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,42.24,1887.59,0
Female,0,No,No,44,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,72.91,3191.16,0
Female,0,Yes,No,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.01,449.98,1
Female,0,No,No,5,No,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,25.57,154.79,0
Female,0,Yes,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,65.13,170.31,0
Male,0,Yes,No,12,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,87.09,1126.45,0
Male,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,74.81,1606.84,1
Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),83.52,6033.82,0
Female,0,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),109.53,1876.09,0
Female,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),18.0,781.83,1
Male,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,71.35,2627.0,0
Male,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.0,41.44,1
Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),63.45,97.98,0
Male,1,Yes,Yes,25,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,103.77,2616.29,0
Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,60.94,2275.53,1
Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,No,Mailed check,36.77,2587.93,0
Female,1,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Electronic check,89.57,1323.73,0
Male,1,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,69.0,4992.97,0
Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,70.47,1017.54,0
Male,1,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.0,4399.13,0
Female,0,No,No,29,No,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),19.59,547.08,0
Female,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,45.71,72.95,0
Male,0,Yes,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.08,167.87,0
Female,0,No,No,0,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),101.37,0.0,0
Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Mailed check,35.99,509.22,0
Male,0,No,No,43,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,52.47,2248.06,0
Female,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,62.75,339.46,1
Male,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,60.24,1683.64,0
Female,1,No,No,10,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),85.72,846.37,0
Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,63.3,3210.43,0
Female,1,Yes,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.29,4331.24,1
Female,1,Yes,No,47,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,28.71,1342.27,0
Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Credit card (automatic),69.14,1594.64,0
Male,0,Yes,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.84,674.73,0
Male,0,No,No,53,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,90.11,4752.65,0
Female,1,Yes,No,6,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,118.0,658.18,1
Female,0,Yes,No,10,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,93.49,1045.56,1
Male,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.69,258.28,0
Male,0,No,Yes,35,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,83.8,2922.43,0
Male,0,Yes,No,37,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,63.29,2412.58,0
Female,0,Yes,Yes,33,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Mailed check,54.64,1897.44,1
Male,0,Yes,No,17,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,48.93,904.16,0
Male,0,No,No,3,No,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),47.34,122.5,0
Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,30.47,2211.07,1
Male,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.94,599.82,1
Male,0,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,1463.06,0
Male,1,Yes,Yes,28,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),54.11,1536.13,0
Female,0,No,Yes,6,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),70.26,444.8,0
Female,0,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),38.71,104.17,1
Female,0,Yes,No,16,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),82.17,1251.98,0
Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,43.69,417.24,0
Female,1,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.63,214.36,0
Female,0,No,No,71,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),111.84,7963.26,0
Female,1,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,71.03,1758.46,0
Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),55.43,1206.72,0
Male,0,Yes,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,59.04,2220.39,0
Female,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.02,3921.46,0
Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,79.6,245.73,1
Male,0,No,No,57,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,18.38,1057.96,0
Female,1,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,549.8,0
Male,0,Yes,No,5,Yes,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,68.18,293.96,1
Male,0,Yes,Yes,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),18.0,145.48,1
Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,18.0,382.08,1
Male,0,Yes,No,37,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),91.89,3407.33,1
Male,1,Yes,No,8,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.8,594.65,1
Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,70.21,1673.89,1
Female,0,No,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),31.24,1085.57,0
Female,0,No,No,19,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),106.5,2053.68,1
Male,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.98,6050.98,1
Female,0,No,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.03,1579.96,0
Male,0,No,No,20,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,61.54,1158.05,0
Male,0,No,No,72,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,52.51,3794.63,1
Male,0,Yes,No,2,No,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,63.46,30.35,0
Male,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),97.43,0.0,0
Female,0,Yes,No,15,No,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),53.37,700.11,0
Female,0,Yes,Yes,29,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),94.31,2713.53,1
Male,0,No,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,18.0,583.55,0
Female,0,Yes,Yes,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,46.35,912.64,0
Male,0,Yes,No,4,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,52.75,268.43,1
Female,0,No,No,5,Yes,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,48.58,253.87,1
Female,0,No,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),65.53,3941.2,1
Male,0,Yes,No,64,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,69.54,4495.41,0
Female,1,No,No,35,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.71,2544.41,0
Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,91.39,3170.88,1
Female,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,86.8,2552.79,1
Male,0,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.74,161.66,0
Male,1,No,Yes,17,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,69.3,1128.41,0
Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),46.44,1805.32,0
Female,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,89.39,2138.0,0
Male,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,103.67,40.3,1
Female,0,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),90.05,6595.01,0
Female,0,No,No,59,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),118.0,7022.34,0
Male,0,Yes,Yes,9,No,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),87.39,800.77,1
Male,1,Yes,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),94.77,2846.67,0
Female,0,No,Yes,72,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,40.98,2929.58,1
Male,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,64.05,76.01,1
Male,0,Yes,Yes,22,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.5,1883.27,0
Male,0,Yes,No,19,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,73.46,1369.99,0
Female,0,Yes,No,16,Yes,No phone service,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,37.39,614.39,0
Female,0,Yes,No,57,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.09,2088.58,0
Male,1,No,No,15,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Credit card (automatic),18.0,281.05,0
Female,0,No,No,2,Yes,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.96,214.23,0
Male,0,Yes,Yes,2,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,33.89,75.61,0
Female,0,Yes,No,1,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,84.95,30.64,1
Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),86.52,1342.84,1
Male,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,71.45,2892.72,0
Female,1,No,No,7,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.65,574.19,1
Male,0,Yes,Yes,33,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,95.36,3103.17,1
Female,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),99.3,3672.73,0
Female,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,207.23,1
Male,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.96,2578.78,0
Male,0,No,No,36,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),79.41,2867.61,0
Female,0,Yes,Yes,20,No,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.68,1463.6,0
Male,0,No,No,13,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Mailed check,78.99,1008.4,0
Male,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,55.33,1667.2,1
Male,0,Yes,No,72,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),18.0,1365.45,0
Male,0,Yes,No,17,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,46.63,799.98,0
Male,0,Yes,No,15,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),18.0,295.0,0
Female,0,Yes,No,19,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,18.0,270.92,0
Female,0,Yes,Yes,2,Yes,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,96.89,273.5,1
Male,0,No,Yes,25,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),48.46,1278.34,1
Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,72.86,859.57,0
Male,0,No,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,64.93,254.51,0
Female,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),104.96,2158.27,0
Male,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),67.04,147.26,0
Female,0,No,No,16,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,46.87,665.74,0
Female,0,No,Yes,3,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,109.23,302.13,1
Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,49.84,0.0,0
Male,1,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,77.32,4304.49,0
Female,0,Yes,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,79.73,5758.36,0
Male,1,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Credit card (automatic),27.54,167.16,0
Female,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Mailed check,92.41,2147.13,1
Male,0,Yes,Yes,10,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.42,1104.75,0
Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),30.79,636.55,0
Male,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Electronic check,65.69,1124.46,0
Female,0,Yes,No,10,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,105.0,1015.85,0
Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,18.0,662.74,0
