gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,0,No,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,96.26,0.0,1
Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.34,593.82,0
Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,91.89,2644.57,1
Male,0,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,88.23,964.09,0
Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.97,1020.7,0
Male,0,No,No,22,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,50.06,1007.28,0
Male,0,Yes,Yes,10,Yes,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.74,574.69,0
Female,1,No,No,0,Yes,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),92.84,15.58,0
Male,0,No,No,33,No,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),51.26,1736.99,0
Male,0,No,Yes,6,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,118.0,638.58,1
Male,0,No,No,11,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.14,964.82,1
Male,1,Yes,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),84.08,1995.24,1
Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,62.15,721.82,0
Female,0,No,No,31,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),82.08,2587.98,0
Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),63.84,5.89,0
Female,0,Yes,No,27,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.94,1452.52,0
Male,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,65.2,113.87,0
Male,0,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,103.34,299.95,1
Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,118.0,873.88,0
Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),86.18,1267.26,1
Male,1,No,Yes,12,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,118.0,1407.02,0
Female,0,No,Yes,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.3,1627.92,0
Female,1,No,Yes,9,No,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),117.77,1027.07,0
Male,1,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,90.35,913.93,0
Male,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,31.2,1147.61,0
Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,85.34,400.7,0
Male,1,Yes,Yes,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),67.18,2378.2,0
Male,0,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),80.06,801.45,1
Female,0,No,No,8,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,76.9,578.55,0
Female,1,No,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.05,655.58,0
Male,1,Yes,No,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),64.4,32.59,0
Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,80.96,2923.91,0
Male,0,Yes,No,10,No,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,51.98,643.48,0
Female,1,Yes,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,73.6,406.25,0
Female,0,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),87.11,680.21,0
Male,0,Yes,No,36,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.76,2932.34,0
Female,0,Yes,No,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,88.78,675.55,0
Female,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,118.0,1048.93,1
Male,0,Yes,No,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,64.04,551.66,0
Female,1,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,85.33,3026.51,1
Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),84.69,626.39,1
Female,0,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),104.26,537.43,0
Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,69.14,137.26,1
Male,0,No,Yes,1,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.28,106.22,1
Female,0,Yes,No,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.64,846.1,0
Male,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),52.67,1163.28,0
Male,1,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.93,2378.01,0
Female,0,No,Yes,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),100.17,590.12,0
Male,1,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,60.31,2077.83,1
Male,1,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,113.26,60.47,0
Male,0,Yes,No,7,No,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.84,630.73,0
Male,0,No,No,10,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),65.01,638.95,0
Male,0,No,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,94.85,3357.34,0
Male,0,No,No,14,No,No phone service,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),92.12,1267.67,0
Male,1,Yes,Yes,14,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.73,1176.98,0
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,87.3,1186.97,0
Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,113.05,0.0,1
Female,1,Yes,Yes,3,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,99.1,339.06,0
Female,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),101.26,185.05,1
Male,1,No,No,11,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),47.85,541.17,0
Male,0,No,Yes,4,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),64.65,257.77,1
Male,1,No,No,2,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,118.0,301.14,0
Male,0,Yes,Yes,36,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,82.96,2998.59,1
Male,0,No,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),84.46,320.76,0
Female,0,No,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,114.66,2004.78,0
Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,56.74,1000.77,0
Male,1,Yes,No,1,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),51.51,68.44,0
Male,0,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,63.7,154.31,0
Male,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,97.5,2446.52,0
Male,0,No,No,4,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,88.61,468.81,0
Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),97.22,2741.65,1
Male,0,No,Yes,27,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),60.85,1671.63,0
Male,0,No,No,16,No,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,41.1,635.25,0
Female,0,Yes,No,15,No,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),44.3,634.77,0
Male,0,Yes,Yes,0,No,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,52.15,0.0,1
Female,1,Yes,No,10,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,62.72,667.17,0
Male,0,Yes,Yes,36,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,80.25,2898.32,0
Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,82.35,1823.17,0
Female,1,No,Yes,8,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,66.43,571.23,0
Female,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),23.3,0.0,0
Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),52.26,803.69,1
Male,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),98.4,1141.54,0
Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.28,1346.81,0
Female,1,Yes,No,0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,90.48,0.53,0
Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),50.94,1850.09,0
Male,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.23,423.96,1
Male,0,No,Yes,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.05,907.68,0
Female,0,Yes,Yes,0,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,61.55,0.0,0
Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,51.41,1941.98,0
Male,1,Yes,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,49.54,672.73,0
Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),47.05,568.04,0
Male,1,No,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,80.67,2903.92,1
Male,0,No,Yes,4,No,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Electronic check,69.22,257.12,0
Female,0,No,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.83,49.78,0
Female,0,Yes,No,11,No,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,49.35,600.11,1
Female,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,118.0,1173.21,1
Female,0,Yes,Yes,25,No,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.62,2463.6,0
Male,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,60.18,334.61,0
Male,0,No,No,17,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,51.94,915.7,0
Female,0,Yes,No,36,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,102.64,3678.6,0
Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),82.87,229.85,1
Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,102.81,160.28,0
Male,0,Yes,Yes,23,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,68.96,1625.53,0
Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),50.54,261.01,0
Male,0,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),74.0,926.75,1
Female,0,No,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,80.43,749.36,0
Male,0,No,No,0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.03,56.52,0
Female,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,22.54,645.31,1
Female,1,No,Yes,4,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,74.77,311.16,0
Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,41.7,0.0,0
Male,1,Yes,Yes,36,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,76.76,2689.49,0
Female,0,Yes,Yes,13,No,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,109.7,1368.33,0
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,98.21,540.34,0
Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),60.98,231.17,0
Male,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),109.7,2335.41,0
Female,0,Yes,No,7,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,30.04,177.57,0
Male,0,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.31,248.09,1
Male,1,Yes,Yes,31,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,65.93,2106.41,1
Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),56.62,463.05,0
Male,1,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,55.48,587.62,1
Female,0,Yes,No,0,Yes,No phone service,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,83.25,18.33,0
Female,0,Yes,Yes,11,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.54,1103.93,1
Female,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),21.43,134.28,0
Male,0,No,No,8,No,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),53.39,333.04,1
Female,0,Yes,Yes,15,No,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,63.96,895.56,0
Male,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),39.95,137.9,0
Female,1,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),76.52,1368.51,0
Female,1,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,112.28,1017.43,0
Male,0,Yes,No,3,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),110.25,315.85,0
Male,1,Yes,No,13,No,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,89.11,1233.36,1
Male,1,Yes,No,29,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,52.87,1572.98,0
Female,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,80.46,53.7,1
Female,0,Yes,No,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),70.44,0.0,0
Female,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,92.21,3333.49,0
Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,57.56,2079.96,0
Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,85.38,1926.37,0
Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,88.49,377.06,1
Female,0,No,No,0,No,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),85.7,0.0,0
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,118.0,488.23,0
Female,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.54,70.68,0
Female,1,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,92.96,373.9,0
Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,93.31,318.81,1
Male,1,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),102.76,1096.62,0
Male,0,Yes,No,10,No,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),118.0,1167.63,0
Male,0,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),80.34,420.13,1
Female,0,Yes,No,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,111.47,2775.55,0
Female,1,No,Yes,36,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,102.19,3729.22,0
Male,1,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.46,826.54,0
Male,0,No,No,35,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.66,3496.18,1
Male,0,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,51.2,1930.48,0
Male,0,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,88.23,1059.08,0
Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),86.51,109.22,0
Male,0,Yes,No,0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,72.74,80.2,0
Male,1,No,No,1,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,102.15,9.97,0
Female,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,67.26,57.33,1
Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),55.0,129.12,0
Female,0,No,No,25,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,67.0,1719.47,0
Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,76.1,1498.47,0
Male,1,No,Yes,18,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.85,945.85,1
Male,0,No,No,2,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,57.21,142.92,0
Female,0,No,No,0,Yes,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),50.6,0.0,0
Female,0,No,No,11,Yes,No,DSL,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),97.89,1122.42,0
Male,1,No,No,36,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),53.62,1927.91,1
Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),58.61,382.59,0
Female,1,No,Yes,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),86.16,2061.56,1
Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),69.11,631.95,0
Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,157.53,0
Female,1,No,Yes,11,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,118.0,1237.68,0
Male,0,No,Yes,27,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.05,2746.12,0
Male,0,Yes,Yes,1,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),88.33,126.83,0
Male,1,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,47.02,661.27,1
Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),106.16,952.52,1
Male,0,Yes,No,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),118.0,1080.24,0
Female,1,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Mailed check,97.89,698.12,0
Male,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,118.0,2882.27,0
Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,118.0,70.41,1
Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,45.32,4.01,1
Male,0,Yes,No,36,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,60.1,2218.68,1
Male,0,Yes,No,15,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,73.49,1075.7,0
Male,0,No,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),75.11,559.0,0
Female,0,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.69,716.95,1
Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),69.12,777.92,0
Male,0,No,No,4,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,74.03,278.7,0
Female,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,118.0,945.35,1
Male,0,Yes,No,19,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),80.19,1581.81,1
Female,1,No,Yes,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,61.89,480.16,1
Female,0,Yes,Yes,0,Yes,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.38,0.0,1
Male,1,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),97.53,239.78,0
Female,0,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),57.65,217.33,0
Female,0,Yes,Yes,36,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,46.42,1704.83,0
Male,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),95.34,1421.91,0
Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),89.07,735.77,0
Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),79.91,364.65,1
Female,0,Yes,No,16,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,96.48,1423.05,0
Female,0,Yes,No,3,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,101.13,295.66,0
Female,1,No,No,18,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,49.81,910.85,1
