employee_id,department,role_level,tenure_months,recognition_events_received,recognition_events_given,reward_type,monthly_recognition_frequency,avg_reward_value,peer_vs_manager_ratio,engagement_score,satisfaction_survey,absenteeism_days,is_disengaged
EMP-03781,Sales,Junior,7,9,3,Points,0.75,35.87,0.66,7.8,4.4,1,0
EMP-03782,Sales,Mid,29,10,3,Points,0.83,35.05,0.55,8.0,4.7,7,0
EMP-03783,Engineering,Senior,75,16,7,Monetary,1.33,163.36,0.52,10.0,5.0,2,0
EMP-03784,Operations,Senior,38,9,5,Badge,0.75,2.17,0.66,7.5,5.0,5,0
EMP-03785,Operations,Senior,30,4,6,Points,0.33,47.04,0.83,7.5,4.2,1,0
EMP-03786,Engineering,Manager,69,12,9,Monetary,1.0,100.15,0.33,10.0,5.0,5,0
EMP-03787,Marketing,Manager,48,13,5,Points,1.08,5.1,0.93,10.0,5.0,5,0
EMP-03788,Sales,Mid,19,8,2,Badge,0.67,7.73,0.19,6.7,4.1,5,0
EMP-03789,Engineering,Mid,37,1,1,PTO,0.08,282.91,0.74,7.7,3.6,3,0
EMP-03790,Customer Support,Mid,15,4,0,Badge,0.33,9.68,0.6,5.9,2.1,9,0
EMP-03791,Engineering,Senior,24,6,3,Badge,0.5,3.63,0.41,6.0,5.0,4,0
EMP-03792,Engineering,Junior,4,5,5,Points,0.42,5.92,0.54,6.2,3.8,3,0
EMP-03793,Marketing,Manager,91,11,9,Points,0.92,20.39,0.62,7.2,5.0,7,0
EMP-03794,Operations,Junior,29,6,3,Points,0.5,44.76,0.85,8.4,4.1,0,0
EMP-03795,Engineering,Mid,29,4,3,Points,0.33,42.97,0.88,8.9,4.4,6,0
EMP-03796,Marketing,Manager,69,8,5,Points,0.67,22.07,0.37,8.2,5.0,5,0
EMP-03797,Marketing,Junior,4,0,1,Badge,0.0,1.53,0.0,1.6,2.1,18,1
EMP-03798,Engineering,Mid,23,8,3,Points,0.67,34.01,0.55,8.4,5.0,5,0
EMP-03799,Engineering,Junior,17,6,1,Points,0.5,34.88,0.82,9.0,4.2,2,0
EMP-03800,Marketing,Mid,35,5,2,Points,0.42,33.38,0.15,6.9,4.3,5,0
EMP-03801,Sales,Junior,20,5,1,Points,0.42,11.78,0.82,7.5,3.0,6,0
EMP-03802,Customer Support,Mid,6,7,0,Badge,0.58,8.24,0.86,6.7,3.6,4,0
EMP-03803,Operations,Mid,29,6,1,PTO,0.5,59.1,0.48,7.3,3.9,5,0
EMP-03804,Customer Support,Manager,29,6,11,PTO,0.5,292.47,0.57,8.1,4.3,5,0
EMP-03805,Engineering,Manager,91,18,11,PTO,1.5,275.41,0.59,9.2,4.5,4,0
EMP-03806,Customer Support,Junior,2,3,0,Points,0.25,49.74,0.42,5.3,3.0,6,0
EMP-03807,Sales,Senior,77,14,5,Points,1.17,31.97,0.89,7.7,4.4,9,0
EMP-03808,Sales,Junior,1,2,3,Monetary,0.17,130.63,0.61,6.2,4.0,8,0
EMP-03809,Engineering,Junior,4,1,0,Monetary,0.08,92.29,0.46,4.1,3.4,5,0
EMP-03810,Engineering,Junior,1,4,2,Badge,0.33,1.13,0.88,5.0,5.0,8,0
EMP-03811,Operations,Manager,44,12,9,Points,1.0,38.97,0.54,8.6,3.2,4,0
EMP-03812,Sales,Manager,73,16,12,Badge,1.33,4.92,0.31,7.6,4.5,3,0
EMP-03813,Engineering,Junior,1,0,0,Points,0.0,21.39,0.0,2.7,3.8,9,1
EMP-03814,Marketing,Junior,40,6,3,PTO,0.5,268.9,0.63,4.9,4.3,4,0
EMP-03815,Engineering,Junior,1,2,2,Badge,0.17,0.02,0.71,4.3,2.6,14,0
EMP-03816,Marketing,Mid,48,6,1,PTO,0.5,169.62,0.58,6.9,4.5,5,0
EMP-03817,Sales,Mid,49,7,2,Points,0.58,34.35,0.26,7.7,3.8,2,0
EMP-03818,Operations,Junior,18,0,2,Points,0.0,5.18,0.0,3.3,3.2,11,1
EMP-03819,Operations,Senior,55,11,5,Points,0.92,37.74,0.67,8.8,4.3,1,0
EMP-03820,Sales,Mid,31,4,2,Points,0.33,12.47,0.77,7.2,4.1,6,0
EMP-03821,Sales,Manager,74,10,5,Points,0.83,43.05,0.47,8.6,4.9,5,0
EMP-03822,Sales,Senior,38,5,3,Badge,0.42,7.65,0.3,5.9,4.8,3,0
EMP-03823,Operations,Mid,29,7,4,Badge,0.58,1.4,0.56,5.2,3.6,3,0
EMP-03824,Sales,Senior,15,11,5,Monetary,0.92,125.45,0.8,9.0,3.9,2,0
EMP-03825,Engineering,Senior,70,2,3,Badge,0.17,7.57,0.3,5.8,2.8,5,0
EMP-03826,Engineering,Junior,17,3,3,Monetary,0.25,30.13,0.61,7.0,4.0,4,0
EMP-03827,Sales,Mid,53,7,3,Points,0.58,29.52,0.72,7.7,4.0,3,0
EMP-03828,Sales,Manager,44,12,8,PTO,1.0,62.65,0.9,10.0,5.0,6,0
EMP-03829,Operations,Junior,1,4,2,Monetary,0.33,133.42,0.72,6.2,4.1,6,0
EMP-03830,Engineering,Junior,1,8,0,PTO,0.67,270.53,0.61,7.7,5.0,8,0
EMP-03831,Sales,Mid,50,6,1,Points,0.5,22.77,0.74,7.8,4.9,7,0
EMP-03832,Operations,Senior,51,13,6,Monetary,1.08,101.3,0.97,10.0,4.6,3,0
EMP-03833,Operations,Senior,68,11,4,Points,0.92,48.98,0.71,9.3,4.8,3,0
EMP-03834,Sales,Manager,94,14,8,PTO,1.17,164.01,0.87,10.0,4.6,0,0
EMP-03835,Sales,Mid,14,2,1,Points,0.17,17.85,0.6,3.3,2.3,15,1
EMP-03836,Sales,Junior,5,9,1,Monetary,0.75,199.36,0.5,5.8,3.8,6,0
EMP-03837,Customer Support,Mid,47,5,2,Points,0.42,35.63,0.35,6.3,3.3,5,0
EMP-03838,Engineering,Senior,66,7,5,Points,0.58,31.17,0.75,9.1,5.0,4,0
EMP-03839,Customer Support,Junior,2,3,0,Badge,0.25,6.6,0.6,2.0,2.0,14,1
EMP-03840,Operations,Junior,1,5,1,Monetary,0.42,163.37,0.66,3.8,3.4,9,1
EMP-03841,Marketing,Junior,10,3,1,Points,0.25,6.68,0.33,5.2,4.2,10,0
EMP-03842,Engineering,Mid,16,5,1,Monetary,0.42,59.98,0.56,6.2,5.0,4,0
EMP-03843,Sales,Manager,62,13,8,Points,1.08,6.65,0.25,8.1,3.3,2,0
EMP-03844,Sales,Senior,57,12,6,PTO,1.0,125.15,0.71,8.9,5.0,3,0
EMP-03845,Engineering,Manager,72,13,8,PTO,1.08,239.72,0.59,9.7,5.0,1,0
EMP-03846,Marketing,Junior,8,3,3,PTO,0.25,150.88,0.55,4.9,3.8,9,0
EMP-03847,Customer Support,Manager,79,10,7,Points,0.83,36.34,0.63,7.6,3.7,7,0
EMP-03848,Marketing,Senior,61,11,9,Badge,0.92,3.06,0.57,6.7,5.0,4,0
EMP-03849,Operations,Mid,37,6,4,Badge,0.5,9.82,0.55,8.0,4.0,7,0
EMP-03850,Engineering,Manager,47,5,8,Points,0.42,9.1,0.65,7.5,4.5,4,0
EMP-03851,Sales,Junior,3,3,2,Points,0.25,30.88,0.52,4.7,3.6,6,0
EMP-03852,Engineering,Manager,39,11,10,Badge,0.92,6.01,0.81,7.3,5.0,3,0
EMP-03853,Marketing,Manager,77,14,4,Points,1.17,37.85,0.92,8.8,4.5,4,0
EMP-03854,Customer Support,Senior,46,4,6,Badge,0.33,0.11,0.6,6.7,5.0,3,0
EMP-03855,Marketing,Mid,13,9,5,Points,0.75,16.78,0.66,9.3,5.0,6,0
EMP-03856,Engineering,Junior,23,3,1,Badge,0.25,4.44,0.42,6.7,4.4,1,0
EMP-03857,Sales,Mid,9,6,3,Badge,0.5,5.27,0.43,6.2,3.8,8,0
EMP-03858,Marketing,Mid,71,11,5,Points,0.92,7.99,0.3,8.4,4.6,4,0
EMP-03859,Sales,Senior,68,10,5,Points,0.83,41.72,0.7,8.2,4.8,8,0
EMP-03860,Operations,Senior,47,6,9,PTO,0.5,83.59,0.74,7.8,4.2,4,0
EMP-03861,Operations,Manager,80,13,3,Points,1.08,30.89,0.57,10.0,5.0,4,0
EMP-03862,Marketing,Junior,13,3,1,Points,0.25,19.76,0.56,5.9,3.7,5,0
EMP-03863,Sales,Senior,45,13,8,PTO,1.08,174.85,0.52,9.5,3.7,3,0
EMP-03864,Engineering,Manager,18,3,10,Monetary,0.25,33.09,0.28,6.6,3.7,3,0
EMP-03865,Engineering,Senior,40,10,5,Badge,0.83,8.46,0.81,7.1,4.0,6,0
EMP-03866,Sales,Junior,39,7,1,Monetary,0.58,73.89,0.24,5.7,3.9,1,0
EMP-03867,Sales,Junior,14,8,0,Points,0.67,18.04,1.0,7.3,4.1,6,0
EMP-03868,Marketing,Junior,5,3,1,Points,0.25,24.37,0.6,6.2,2.9,7,0
EMP-03869,Marketing,Mid,41,9,2,Points,0.75,17.08,0.63,9.3,5.0,3,0
EMP-03870,Engineering,Mid,33,7,3,PTO,0.58,195.38,0.86,8.6,4.4,5,0
EMP-03871,Sales,Manager,55,14,5,Points,1.17,43.88,0.94,9.3,3.5,1,0
EMP-03872,Engineering,Mid,11,8,2,Badge,0.67,4.42,0.1,5.5,5.0,7,0
EMP-03873,Engineering,Mid,49,6,3,Points,0.5,10.08,0.47,8.7,4.9,6,0
EMP-03874,Operations,Mid,42,6,2,PTO,0.5,269.18,0.39,6.7,3.9,1,0
EMP-03875,Engineering,Senior,48,9,1,PTO,0.75,180.63,0.57,8.0,3.8,1,0
EMP-03876,Sales,Manager,36,10,10,Badge,0.83,9.6,0.48,8.5,5.0,3,0
EMP-03877,Engineering,Senior,74,11,6,Badge,0.92,8.71,0.49,10.0,5.0,2,0
EMP-03878,Customer Support,Mid,24,4,2,Points,0.33,44.04,0.71,5.9,3.1,4,0
EMP-03879,Marketing,Mid,20,4,1,Monetary,0.33,46.3,0.84,7.3,3.6,1,0
EMP-03880,Engineering,Senior,47,9,5,PTO,0.75,181.17,0.33,8.5,5.0,3,0
EMP-03881,Sales,Mid,35,9,2,Points,0.75,43.12,0.91,7.7,4.8,2,0
EMP-03882,Operations,Junior,7,8,2,Points,0.67,40.47,0.61,7.2,4.0,6,0
EMP-03883,Customer Support,Junior,8,1,2,Monetary,0.08,116.56,0.93,4.5,2.6,11,0
EMP-03884,Engineering,Junior,25,4,2,Badge,0.33,9.94,0.32,7.0,4.6,4,0
EMP-03885,Customer Support,Senior,73,9,3,Points,0.75,46.34,0.81,7.3,4.6,5,0
EMP-03886,Customer Support,Junior,5,2,1,Points,0.17,24.1,0.3,3.2,3.0,8,1
EMP-03887,Customer Support,Junior,1,3,1,Monetary,0.25,66.34,0.61,3.6,2.7,9,1
EMP-03888,Marketing,Junior,32,2,3,Badge,0.17,3.79,0.79,6.1,3.4,0,0
EMP-03889,Marketing,Mid,42,9,1,Badge,0.75,2.83,0.85,7.3,4.4,3,0
EMP-03890,Sales,Mid,42,5,0,Points,0.42,34.21,0.61,6.2,3.8,6,0
EMP-03891,Operations,Senior,55,11,6,Badge,0.92,7.07,0.32,8.4,5.0,8,0
EMP-03892,Marketing,Junior,11,0,1,Points,0.0,11.23,0.0,2.4,3.0,9,1
EMP-03893,Marketing,Junior,1,3,2,Points,0.25,17.95,0.36,5.2,2.8,10,0
EMP-03894,Sales,Mid,34,4,5,Points,0.33,47.03,0.79,6.4,3.3,4,0
EMP-03895,Operations,Mid,28,10,4,Points,0.83,33.66,0.81,8.8,5.0,4,0
EMP-03896,Operations,Junior,5,1,1,Monetary,0.08,147.05,0.32,4.8,2.6,9,0
EMP-03897,Engineering,Junior,24,4,1,Points,0.33,7.13,0.35,6.0,4.2,3,0
EMP-03898,Operations,Manager,55,15,6,PTO,1.25,153.57,0.18,9.5,4.4,2,0
EMP-03899,Marketing,Senior,37,8,4,Points,0.67,47.73,0.79,8.4,5.0,2,0
EMP-03900,Operations,Junior,5,3,2,Badge,0.25,7.89,0.75,4.2,3.6,4,0
EMP-03901,Sales,Junior,1,3,1,Badge,0.25,7.82,0.52,5.7,4.0,7,0
EMP-03902,Sales,Manager,56,10,6,Points,0.83,45.37,0.93,8.7,4.1,5,0
EMP-03903,Customer Support,Senior,44,1,7,Points,0.08,14.22,0.49,5.2,3.3,3,0
EMP-03904,Engineering,Mid,42,4,2,Points,0.33,49.37,0.48,5.6,2.5,7,0
EMP-03905,Operations,Senior,72,12,3,PTO,1.0,160.7,0.76,9.6,4.5,7,0
EMP-03906,Sales,Senior,27,12,9,Badge,1.0,8.43,0.5,8.8,5.0,2,0
EMP-03907,Sales,Senior,71,17,1,Points,1.42,18.71,0.59,8.3,3.8,4,0
EMP-03908,Sales,Mid,39,9,0,Points,0.75,34.27,0.48,6.4,4.8,5,0
EMP-03909,Marketing,Mid,17,6,3,Badge,0.5,0.63,0.87,7.6,4.1,0,0
EMP-03910,Sales,Junior,19,5,0,Points,0.42,48.13,0.63,6.5,4.1,4,0
EMP-03911,Engineering,Manager,59,14,4,Points,1.17,10.27,0.77,10.0,5.0,4,0
EMP-03912,Engineering,Mid,14,5,1,Monetary,0.42,145.77,0.45,6.9,3.9,2,0
EMP-03913,Engineering,Junior,3,6,0,Points,0.5,5.28,0.55,7.3,4.4,6,0
EMP-03914,Customer Support,Manager,69,10,2,PTO,0.83,178.46,0.42,6.6,3.8,4,0
EMP-03915,Customer Support,Manager,46,9,6,Points,0.75,19.52,0.76,9.0,5.0,2,0
EMP-03916,Sales,Manager,33,17,8,PTO,1.42,108.09,0.08,9.0,3.7,4,0
EMP-03917,Operations,Manager,63,8,12,Badge,0.67,7.14,0.6,7.4,4.7,7,0
EMP-03918,Sales,Manager,99,16,6,Badge,1.33,4.43,0.28,10.0,4.7,1,0
EMP-03919,Marketing,Junior,5,5,3,Badge,0.42,3.18,0.6,4.3,4.1,8,0
EMP-03920,Operations,Senior,36,15,4,Badge,1.25,4.49,0.34,8.7,5.0,6,0
EMP-03921,Customer Support,Senior,45,7,8,Points,0.58,19.18,0.63,6.6,4.2,1,0
EMP-03922,Sales,Junior,10,5,1,Badge,0.42,4.22,0.82,5.7,3.6,5,0
EMP-03923,Operations,Junior,4,2,1,PTO,0.17,91.14,0.14,4.0,2.3,11,0
EMP-03924,Engineering,Manager,46,7,10,Monetary,0.58,186.83,0.78,8.4,4.3,7,0
EMP-03925,Customer Support,Junior,22,2,2,Monetary,0.17,98.63,0.57,4.2,2.7,10,0
EMP-03926,Engineering,Manager,53,9,6,Monetary,0.75,106.56,0.7,9.0,4.6,6,0
EMP-03927,Marketing,Junior,1,3,3,Badge,0.25,7.26,0.74,5.0,3.9,6,0
EMP-03928,Marketing,Junior,6,3,2,Monetary,0.25,46.72,0.62,6.2,4.0,6,0
EMP-03929,Operations,Mid,15,6,3,Points,0.5,13.79,0.85,8.0,4.4,2,0
EMP-03930,Engineering,Junior,1,1,2,Badge,0.08,1.5,0.76,6.4,4.2,4,0
EMP-03931,Customer Support,Senior,37,6,2,Badge,0.5,4.79,0.43,4.6,3.9,4,0
EMP-03932,Engineering,Mid,8,3,2,Badge,0.25,5.87,0.67,7.2,4.3,5,0
EMP-03933,Marketing,Junior,7,5,0,PTO,0.42,228.66,0.61,5.7,4.8,4,0
EMP-03934,Engineering,Junior,9,4,0,Points,0.33,47.46,0.38,5.8,4.1,6,0
EMP-03935,Sales,Mid,32,6,3,Badge,0.5,0.86,0.6,6.2,3.0,4,0
EMP-03936,Marketing,Junior,8,2,1,Badge,0.17,6.73,0.5,1.7,2.8,15,1
EMP-03937,Sales,Senior,19,5,4,Points,0.42,38.97,0.47,8.1,4.3,3,0
EMP-03938,Engineering,Mid,42,6,2,Points,0.5,34.9,0.64,6.8,3.2,3,0
EMP-03939,Engineering,Junior,9,4,2,Badge,0.33,8.55,0.66,5.8,4.3,6,0
EMP-03940,Sales,Mid,22,10,1,Points,0.83,28.41,0.43,9.1,4.1,3,0
EMP-03941,Operations,Junior,4,4,1,Points,0.33,41.81,0.76,4.5,4.5,5,0
EMP-03942,Customer Support,Junior,35,4,2,PTO,0.33,67.41,0.84,5.9,2.8,4,0
EMP-03943,Engineering,Junior,22,6,5,Monetary,0.5,136.43,0.92,7.9,4.5,1,0
EMP-03944,Sales,Senior,24,11,4,Points,0.92,47.34,0.99,7.3,3.7,3,0
EMP-03945,Engineering,Manager,45,8,8,Badge,0.67,4.55,0.54,6.3,4.1,5,0
EMP-03946,Engineering,Senior,62,10,5,Points,0.83,10.48,0.45,7.2,4.1,3,0
EMP-03947,Marketing,Mid,34,4,2,Points,0.33,21.37,0.8,7.2,3.8,7,0
EMP-03948,Marketing,Junior,4,2,3,Monetary,0.17,173.81,0.74,4.9,3.9,13,0
EMP-03949,Engineering,Mid,41,6,3,Badge,0.5,1.27,0.7,9.2,5.0,4,0
EMP-03950,Engineering,Senior,44,15,3,Monetary,1.25,117.27,0.56,8.6,4.9,5,0
EMP-03951,Engineering,Manager,54,5,8,Badge,0.42,8.57,0.78,8.9,4.6,4,0
EMP-03952,Operations,Junior,9,4,0,Points,0.33,40.38,0.86,6.9,3.8,7,0
EMP-03953,Customer Support,Junior,27,2,1,Points,0.17,28.06,0.49,6.4,3.4,4,0
EMP-03954,Engineering,Senior,71,8,4,Points,0.67,33.09,0.62,7.6,4.6,9,0
EMP-03955,Engineering,Senior,21,16,5,Monetary,1.33,73.96,0.62,9.5,5.0,5,0
EMP-03956,Customer Support,Senior,53,13,5,PTO,1.08,283.27,0.66,9.3,4.2,2,0
EMP-03957,Customer Support,Senior,59,8,4,PTO,0.67,57.76,0.84,8.3,4.1,6,0
EMP-03958,Sales,Manager,18,8,6,Points,0.67,21.45,0.34,8.8,5.0,3,0
EMP-03959,Engineering,Mid,33,10,1,Monetary,0.83,94.21,0.66,8.0,4.8,2,0
EMP-03960,Engineering,Manager,52,11,5,Points,0.92,39.9,0.31,8.1,3.3,4,0
EMP-03961,Marketing,Manager,56,11,4,Points,0.92,26.28,0.77,9.0,4.8,2,0
EMP-03962,Sales,Senior,33,11,7,Points,0.92,43.6,0.9,6.8,4.5,2,0
EMP-03963,Engineering,Mid,27,5,4,PTO,0.42,121.05,0.71,7.6,4.4,3,0
EMP-03964,Marketing,Junior,22,7,2,Badge,0.58,1.78,0.66,8.1,5.0,3,0
EMP-03965,Engineering,Mid,49,8,4,Badge,0.67,2.47,0.81,8.0,5.0,12,0
EMP-03966,Operations,Mid,34,4,1,Monetary,0.33,55.31,0.89,5.6,3.5,7,0
EMP-03967,Sales,Manager,57,12,15,Points,1.0,20.35,0.58,9.8,4.9,4,0
EMP-03968,Engineering,Junior,2,4,1,Points,0.33,15.94,0.42,5.5,4.9,9,0
EMP-03969,Marketing,Junior,1,3,0,Badge,0.25,6.17,0.75,6.3,5.0,3,0
EMP-03970,Sales,Senior,53,12,6,Monetary,1.0,27.33,0.71,9.9,3.6,5,0
EMP-03971,Customer Support,Junior,3,5,0,PTO,0.42,176.14,0.76,4.4,2.9,18,0
EMP-03972,Marketing,Mid,37,3,4,Points,0.25,22.68,0.36,5.8,3.4,3,0
EMP-03973,Engineering,Mid,30,10,2,Points,0.83,19.95,0.8,8.8,5.0,3,0
EMP-03974,Operations,Mid,34,7,2,Badge,0.58,0.75,0.72,8.8,4.9,5,0
EMP-03975,Engineering,Junior,36,5,1,Monetary,0.42,152.31,0.45,6.4,4.2,4,0
EMP-03976,Customer Support,Senior,12,6,5,Points,0.5,21.3,0.86,7.8,3.7,5,0
EMP-03977,Sales,Mid,38,13,0,Badge,1.08,9.4,0.69,8.7,4.3,4,0
EMP-03978,Marketing,Manager,24,9,9,PTO,0.75,287.54,0.42,6.8,4.0,4,0
EMP-03979,Engineering,Mid,21,7,3,Points,0.58,30.82,0.8,6.7,4.2,5,0
EMP-03980,Sales,Junior,9,5,1,Badge,0.42,3.52,0.39,5.2,4.3,8,0
EMP-03981,Operations,Junior,7,4,3,Points,0.33,22.98,0.7,5.1,3.4,3,0
EMP-03982,Operations,Junior,1,4,3,Points,0.33,17.94,0.57,7.0,3.9,3,0
EMP-03983,Engineering,Mid,18,4,3,Points,0.33,35.77,0.82,7.8,4.4,3,0
EMP-03984,Engineering,Junior,24,5,0,Badge,0.42,5.34,0.42,5.3,3.7,2,0
EMP-03985,Operations,Mid,20,11,1,Badge,0.92,4.22,0.47,7.3,3.8,5,0
EMP-03986,Customer Support,Mid,49,2,6,Monetary,0.17,116.6,0.68,6.0,3.7,6,0
EMP-03987,Engineering,Junior,37,4,2,Monetary,0.33,46.27,0.77,6.2,4.4,1,0
EMP-03988,Sales,Junior,12,8,1,Badge,0.67,6.63,1.0,7.9,3.6,1,0
EMP-03989,Sales,Senior,56,4,4,Monetary,0.33,115.11,1.0,6.7,5.0,4,0
EMP-03990,Customer Support,Manager,53,20,6,Badge,1.67,6.15,0.26,8.9,4.4,5,0
EMP-03991,Engineering,Junior,7,3,1,Badge,0.25,2.78,0.42,4.9,3.5,5,0
EMP-03992,Engineering,Junior,27,2,1,PTO,0.17,235.76,0.5,6.2,3.1,2,0
EMP-03993,Operations,Manager,37,15,3,Badge,1.25,4.79,0.21,8.1,5.0,4,0
EMP-03994,Engineering,Junior,9,3,1,Points,0.25,9.44,0.95,5.5,4.2,3,0
EMP-03995,Sales,Manager,78,10,8,Points,0.83,35.12,0.93,7.3,4.6,2,0
EMP-03996,Sales,Junior,8,6,2,Monetary,0.5,44.75,0.42,7.5,4.5,5,0
EMP-03997,Sales,Manager,44,7,7,Badge,0.58,0.59,0.52,9.3,4.5,1,0
EMP-03998,Sales,Mid,33,2,1,Points,0.17,38.5,0.62,7.6,3.1,1,0
EMP-03999,Marketing,Manager,38,9,7,Monetary,0.75,107.47,0.64,8.8,4.0,5,0
EMP-04000,Engineering,Mid,4,6,2,Points,0.5,6.14,0.67,4.8,2.5,10,0
EMP-04001,Marketing,Senior,68,16,6,Badge,1.33,5.13,0.71,9.7,5.0,2,0
EMP-04002,Operations,Junior,1,1,0,Points,0.08,45.29,0.62,4.2,3.4,6,0
EMP-04003,Operations,Junior,7,1,1,Badge,0.08,0.95,0.53,5.9,2.8,12,0
EMP-04004,Engineering,Senior,36,10,2,Points,0.83,20.61,0.59,6.3,5.0,4,0
EMP-04005,Engineering,Mid,48,7,1,Monetary,0.58,170.3,0.8,8.3,4.3,4,0
EMP-04006,Engineering,Manager,68,12,5,PTO,1.0,113.54,0.91,10.0,4.6,3,0
EMP-04007,Sales,Mid,45,9,2,Monetary,0.75,43.99,0.67,7.6,3.7,2,0
EMP-04008,Sales,Senior,51,7,6,PTO,0.58,160.88,0.45,8.2,4.4,8,0
EMP-04009,Marketing,Mid,18,4,0,Badge,0.33,8.65,0.44,5.6,4.1,4,0
EMP-04010,Engineering,Manager,92,13,12,Monetary,1.08,81.86,0.53,8.1,5.0,2,0
EMP-04011,Engineering,Manager,52,8,4,PTO,0.67,259.12,0.59,9.2,4.4,1,0
EMP-04012,Sales,Mid,41,3,3,Badge,0.25,1.14,0.78,7.3,3.4,5,0
EMP-04013,Operations,Manager,79,16,3,Badge,1.33,4.07,0.71,9.7,4.2,8,0
EMP-04014,Engineering,Senior,48,13,11,Badge,1.08,4.88,0.89,7.2,4.2,6,0
EMP-04015,Marketing,Junior,18,7,2,PTO,0.58,148.75,0.34,6.2,2.9,6,0
EMP-04016,Engineering,Mid,14,4,1,Badge,0.33,8.87,0.37,6.1,3.9,4,0
EMP-04017,Customer Support,Junior,2,2,2,Points,0.17,19.07,0.47,2.2,2.9,8,1
EMP-04018,Customer Support,Senior,56,13,4,Monetary,1.08,176.23,0.27,8.4,5.0,3,0
EMP-04019,Sales,Junior,4,7,2,Points,0.58,42.51,0.89,6.2,4.1,4,0
EMP-04020,Engineering,Junior,15,6,2,Badge,0.5,7.79,0.68,8.6,3.7,1,0
EMP-04021,Sales,Mid,48,5,2,Points,0.42,16.48,0.45,6.5,3.2,6,0
EMP-04022,Engineering,Mid,50,6,2,Points,0.5,21.4,0.45,6.7,4.4,1,0
EMP-04023,Marketing,Senior,31,9,1,Monetary,0.75,123.41,0.44,6.4,3.6,4,0
EMP-04024,Operations,Manager,70,12,7,PTO,1.0,87.23,0.38,10.0,4.9,1,0
EMP-04025,Marketing,Mid,63,7,1,Monetary,0.58,101.27,0.08,7.4,3.6,4,0
EMP-04026,Operations,Junior,26,7,1,Monetary,0.58,26.24,0.71,8.9,4.8,5,0
EMP-04027,Sales,Senior,27,9,3,Badge,0.75,2.19,0.7,7.1,5.0,2,0
EMP-04028,Engineering,Mid,32,5,2,Badge,0.42,8.71,0.65,8.5,5.0,6,0
EMP-04029,Operations,Mid,33,9,1,Points,0.75,5.47,0.65,7.4,4.8,4,0
EMP-04030,Sales,Mid,39,7,1,Points,0.58,21.77,0.58,5.9,4.3,4,0
EMP-04031,Marketing,Mid,48,10,2,PTO,0.83,282.21,0.64,7.0,4.1,5,0
EMP-04032,Engineering,Mid,28,9,5,Points,0.75,40.55,0.66,8.2,4.9,4,0
EMP-04033,Engineering,Senior,81,11,2,Points,0.92,11.7,0.64,8.1,5.0,2,0
EMP-04034,Customer Support,Mid,5,5,2,PTO,0.42,126.74,0.48,4.1,2.2,16,0
EMP-04035,Engineering,Manager,67,9,6,PTO,0.75,232.25,0.68,10.0,4.0,8,0
EMP-04036,Customer Support,Mid,18,2,2,Points,0.17,29.77,0.68,7.0,3.2,2,0
EMP-04037,Customer Support,Junior,7,3,3,Points,0.25,40.85,0.53,2.8,3.2,9,1
EMP-04038,Operations,Senior,43,12,5,Monetary,1.0,54.1,0.76,9.1,5.0,2,0
EMP-04039,Marketing,Mid,3,5,4,Badge,0.42,3.68,0.77,5.5,3.8,6,0
EMP-04040,Marketing,Junior,2,3,2,Badge,0.25,7.57,0.36,3.9,3.7,9,1
EMP-04041,Customer Support,Mid,30,5,3,Monetary,0.42,97.21,0.5,5.9,3.7,5,0
EMP-04042,Sales,Mid,45,13,2,Badge,1.08,6.65,0.83,8.5,4.1,6,0
EMP-04043,Sales,Senior,23,11,2,PTO,0.92,98.92,0.36,8.7,5.0,3,0
EMP-04044,Marketing,Mid,42,4,2,Monetary,0.33,139.08,0.58,6.5,3.1,4,0
EMP-04045,Sales,Senior,49,11,5,Points,0.92,12.78,1.0,8.0,3.6,2,0
EMP-04046,Sales,Junior,55,5,0,Points,0.42,39.29,0.57,7.2,5.0,5,0
EMP-04047,Sales,Mid,44,10,3,Badge,0.83,5.42,1.0,5.6,4.3,6,0
EMP-04048,Marketing,Manager,42,10,6,Monetary,0.83,100.31,0.69,9.0,5.0,4,0
EMP-04049,Operations,Senior,58,13,2,Monetary,1.08,37.34,0.48,8.2,4.1,6,0
EMP-04050,Engineering,Junior,6,8,1,Points,0.67,34.93,0.8,6.6,5.0,5,0
EMP-04051,Customer Support,Junior,4,1,1,Badge,0.08,1.9,0.4,4.9,2.5,8,0
EMP-04052,Operations,Mid,46,6,1,PTO,0.5,80.5,0.71,7.3,3.5,4,0
EMP-04053,Operations,Senior,36,11,3,Points,0.92,12.03,0.37,7.9,3.9,7,0
EMP-04054,Marketing,Senior,40,12,4,Monetary,1.0,57.36,0.77,9.5,5.0,5,0
EMP-04055,Operations,Senior,49,8,7,PTO,0.67,221.17,0.51,7.0,4.7,3,0
EMP-04056,Engineering,Mid,24,8,0,Monetary,0.67,110.24,0.47,6.7,3.8,6,0
EMP-04057,Operations,Senior,59,9,4,Points,0.75,26.03,0.48,6.6,4.7,5,0
EMP-04058,Engineering,Mid,32,2,1,Badge,0.17,4.63,0.42,5.7,3.4,3,0
EMP-04059,Customer Support,Junior,3,1,1,Monetary,0.08,97.05,0.36,6.3,3.3,4,0
EMP-04060,Customer Support,Mid,8,6,2,Points,0.5,28.19,0.88,6.6,3.7,8,0
