amount,time_hour,merchant_category,distance_from_home,distance_from_last_transaction,ratio_to_median_purchase,is_weekend,is_night,num_transactions_last_hour,num_transactions_last_day,is_fraud
38.14,9,0,7.73,4.49,0.555,1,0,0,4,0
51.63,8,0,9.97,2.93,0.428,0,0,3,7,0
72.9,15,2,1.95,3.43,1.231,0,0,0,3,0
103.55,0,3,1.05,0.2,1.765,0,0,1,4,0
29.28,7,3,4.17,8.53,1.448,0,0,0,6,0
63.29,13,8,0.43,2.9,0.619,1,0,1,4,0
28.34,10,1,2.08,7.1,1.802,0,0,3,7,0
23.62,15,9,1.14,7.32,1.585,0,0,1,3,0
57.48,19,9,5.91,0.94,2.139,0,0,1,6,0
94.46,16,1,4.11,4.46,0.866,0,0,1,5,0
37.21,13,1,5.29,6.52,0.491,1,1,1,3,0
6.29,17,6,35.2,1.92,0.395,0,0,2,1,0
28.84,22,2,1.92,1.48,1.071,0,0,1,7,0
10.75,8,6,17.71,4.4,0.806,0,0,1,7,0
13.44,15,0,4.86,4.26,2.192,0,1,2,2,0
24.48,16,0,1.05,4.22,1.159,1,0,2,2,0
20.42,18,1,3.79,3.77,0.663,0,0,1,7,0
11.76,20,6,0.2,6.24,1.618,1,0,2,4,0
12.45,7,4,0.86,6.07,1.513,0,0,0,4,0
65.5,17,1,39.34,8.93,0.77,0,0,1,7,0
17.11,13,6,12.99,2.57,1.084,1,0,1,7,0
112.6,21,4,1.0,3.21,0.5,1,0,0,7,0
24.83,18,8,2.16,6.91,1.545,0,1,1,4,0
22.02,19,1,1.77,0.87,1.149,0,0,0,14,0
9.16,8,0,7.23,7.89,0.665,0,0,1,3,0
60.28,16,2,0.14,6.08,0.724,0,0,1,4,0
44.02,7,3,4.28,5.65,1.033,0,0,0,6,0
24.58,17,2,10.27,1.48,1.048,0,0,1,3,0
121.51,22,0,7.33,2.67,1.614,0,0,0,7,0
35.65,18,5,1.8,1.23,1.029,0,0,1,3,0
13.28,17,8,0.43,20.64,0.499,0,0,0,7,0
9.88,12,7,1.72,1.68,1.011,0,0,2,7,0
10.08,19,6,3.97,0.8,0.907,0,0,2,3,0
61.25,9,0,4.65,16.72,1.158,1,0,0,5,0
76.48,9,1,5.11,31.37,0.785,1,0,1,10,0
55.74,9,4,17.25,5.27,1.202,1,0,0,7,0
63.98,22,0,2.58,1.95,0.805,0,0,0,15,0
17.16,14,4,7.24,2.15,0.888,0,0,0,5,0
147.37,19,7,4.45,0.0,2.092,0,0,0,5,0
25.58,9,1,0.97,1.06,1.301,1,0,1,4,0
33.77,20,3,1.98,0.92,1.07,0,1,1,5,0
618.48,9,1,16.71,1.07,0.959,1,0,1,4,0
19.05,19,8,5.59,2.51,1.522,0,0,1,6,0
12.05,10,3,0.89,3.96,0.404,0,0,3,8,0
49.03,21,2,1.83,3.04,1.856,1,0,0,4,0
27.28,17,4,1.89,1.96,1.146,1,0,1,3,0
22.58,14,2,3.55,5.76,0.816,1,0,2,3,0
31.42,9,1,6.39,1.34,1.076,0,0,2,3,0
38.87,20,0,2.65,0.33,0.943,0,0,2,4,0
31.1,7,7,21.08,7.28,0.494,0,0,0,8,0
154.48,2,9,15.85,3.37,2.519,0,0,3,14,1
7.86,12,2,6.35,17.6,1.638,0,0,1,3,0
37.15,17,6,14.46,7.4,1.26,0,0,0,5,0
78.02,19,2,18.27,6.08,0.701,1,0,1,4,0
89.58,17,2,6.81,0.32,0.824,0,0,1,7,0
12.47,22,6,6.49,1.38,0.502,1,0,0,2,0
35.82,13,5,20.13,1.9,0.559,0,1,2,5,0
24.82,8,5,4.64,3.11,1.498,1,0,0,7,0
21.43,16,9,5.44,2.98,0.781,0,0,1,8,0
9.61,8,8,6.83,6.0,0.818,1,0,0,5,0
4.92,14,0,2.94,2.71,0.96,0,1,1,9,0
45.57,11,0,6.22,7.18,1.617,1,0,2,4,0
9.39,12,7,1.93,0.27,0.923,0,0,0,5,0
10.49,2,6,39.41,10.91,3.021,1,1,1,13,1
11.29,16,3,0.63,0.16,1.378,0,0,2,2,0
101.84,20,0,2.3,0.06,0.844,0,0,0,6,0
41.02,8,9,0.76,4.01,0.994,0,0,0,6,0
19.74,17,4,18.03,4.99,0.792,1,0,0,12,0
365.62,10,9,9.6,11.44,1.139,0,0,0,5,0
49.14,10,7,2.84,5.13,0.705,0,0,0,6,0
44.61,18,2,1.79,15.85,0.584,0,0,1,3,0
21.63,20,1,44.27,3.75,0.712,0,0,0,2,0
53.91,14,3,26.57,6.33,0.884,1,0,0,6,0
16.9,18,4,8.96,0.74,0.837,1,0,1,7,0
8.75,7,3,28.53,2.61,2.437,0,0,1,6,0
24.6,12,9,2.64,3.58,0.762,0,0,1,2,0
115.95,19,6,33.61,1.92,0.717,0,0,1,4,0
7.13,18,0,10.82,6.83,0.669,0,0,1,4,0
55.42,15,0,3.63,1.02,0.785,0,0,3,4,0
114.82,19,1,0.77,0.99,1.528,0,0,2,6,0
167.88,7,7,11.53,0.83,0.532,0,1,0,2,0
42.04,17,0,29.83,4.53,0.572,0,0,1,10,0
55.13,10,0,8.21,5.41,1.126,1,0,1,5,0
3.65,21,4,9.3,0.12,0.59,0,0,0,6,0
23.97,9,8,23.63,3.14,1.363,0,1,2,2,0
17.09,17,7,0.73,2.63,0.825,1,0,3,6,0
18.56,12,8,21.13,5.31,1.357,1,0,0,7,0
61.01,10,4,4.44,5.2,1.577,0,0,0,10,0
14.21,9,4,0.32,14.12,1.995,1,0,1,3,0
78.0,20,8,0.69,7.25,1.348,0,0,1,5,0
408.06,22,6,7.56,7.22,3.597,0,0,1,13,1
20.08,20,5,3.69,8.51,1.734,0,0,0,4,0
11.36,14,5,13.48,8.94,1.375,0,0,0,6,0
11.52,9,7,7.62,4.39,0.81,0,0,1,1,0
14.8,9,3,3.48,8.32,0.425,0,0,0,6,0
10.79,15,0,9.92,17.9,0.923,0,0,0,6,0
29.18,17,3,9.24,2.96,0.624,1,0,1,2,0
204.16,18,2,8.59,0.96,0.924,1,0,0,2,0
46.84,13,7,24.74,4.72,0.715,0,0,1,5,0
31.98,21,9,19.15,4.04,1.444,0,1,4,7,1
10.45,16,5,29.71,7.6,0.973,0,0,2,8,0
65.14,11,0,9.13,0.22,0.903,1,0,0,7,0
75.1,17,2,5.44,4.82,0.671,1,0,1,3,0
43.19,12,3,1.56,3.26,0.802,0,0,0,3,0
52.37,21,9,0.47,2.79,1.052,0,0,0,1,0
774.38,10,5,13.18,5.53,0.585,1,0,0,5,0
9.61,22,0,0.47,0.97,1.524,0,0,0,5,0
100.11,12,5,6.72,2.0,1.139,0,0,1,3,0
14.43,10,8,3.01,6.72,0.87,1,0,0,4,0
32.72,18,7,1.85,2.0,1.134,1,0,1,3,0
37.02,15,0,13.19,1.31,0.671,1,0,0,2,0
105.88,1,2,4.45,1.93,0.807,0,0,2,5,0
11.55,8,5,2.99,1.54,0.673,0,0,0,6,0
33.19,22,4,17.71,0.55,0.942,0,0,0,8,0
14.3,18,9,17.48,4.47,0.89,1,0,0,6,0
27.32,11,8,27.14,2.36,0.786,1,1,1,4,0
44.52,11,1,3.99,8.94,1.252,1,0,1,6,0
84.66,19,9,6.41,0.57,0.872,0,0,2,10,0
147.53,6,9,11.13,4.25,2.384,0,0,4,9,1
13.8,13,4,12.09,4.5,0.618,0,0,0,5,0
20.2,14,1,2.53,5.91,1.472,0,0,0,3,0
45.05,8,2,1.91,10.69,1.5,1,0,0,10,0
18.46,16,4,29.99,2.19,1.431,0,1,1,4,0
24.85,17,8,15.06,0.26,0.693,1,0,0,8,0
28.65,12,7,1.32,1.55,2.316,0,0,1,6,0
38.23,17,8,10.13,2.3,1.011,0,0,1,4,0
31.27,11,3,6.65,3.68,1.372,0,0,0,1,0
91.99,14,5,9.95,1.48,1.262,0,0,1,7,0
9.75,14,0,0.65,0.13,0.835,1,0,0,3,0
25.28,15,1,2.73,11.36,0.844,0,0,0,4,0
10.42,10,5,1.77,15.75,1.876,0,0,0,3,0
69.29,12,5,13.62,1.61,2.167,0,0,1,8,0
77.82,11,4,8.63,7.73,1.942,0,0,0,2,0
73.3,12,3,2.19,1.07,0.787,0,0,1,8,0
88.74,10,8,6.58,1.8,1.368,0,0,0,6,0
68.22,19,8,1.57,2.55,1.488,0,0,1,5,0
42.84,10,6,14.9,0.04,1.179,0,0,2,6,0
48.76,10,0,13.2,0.57,1.487,1,0,3,8,0
14.86,21,7,1.18,4.84,0.755,0,1,0,4,0
47.02,17,4,0.52,1.48,0.658,1,0,1,2,0
46.87,18,3,6.38,13.73,0.767,0,0,2,3,0
14.13,12,0,0.02,10.18,1.397,1,0,0,3,0
5.82,14,5,11.2,6.19,0.432,0,0,0,1,0
70.35,21,7,20.37,13.88,0.704,0,0,0,4,0
62.83,19,6,10.13,0.66,1.798,1,0,1,5,0
7.84,11,4,1.95,2.15,1.427,1,0,0,3,0
82.72,12,3,0.43,12.6,0.487,1,1,2,4,0
56.51,9,3,4.24,1.65,0.808,1,0,1,1,0
6.93,7,6,4.27,2.13,1.424,1,0,2,9,0
146.27,12,5,6.29,5.71,0.905,1,0,3,6,0
39.11,16,7,6.82,7.35,0.768,1,0,0,4,0
77.36,10,4,13.33,6.58,0.843,1,0,0,3,0
7.55,14,1,37.67,20.49,1.945,0,0,1,5,0
11.91,9,3,5.53,6.73,1.18,0,0,2,6,0
15.13,18,5,4.9,0.59,0.758,1,0,0,6,0
15.63,12,1,6.26,1.86,1.966,1,0,2,0,0
37.25,19,0,2.57,0.56,0.504,0,1,0,8,0
111.94,12,2,2.58,5.64,0.877,1,0,0,9,0
79.53,19,5,16.6,4.24,0.575,0,0,2,2,0
37.53,13,7,5.68,4.9,1.942,0,0,4,7,0
108.23,22,1,16.72,0.16,0.825,0,0,1,1,0
108.91,19,1,12.76,4.34,0.943,0,0,1,5,0
5.26,13,2,17.3,1.34,0.823,0,0,1,2,0
4.31,20,7,5.6,2.57,1.225,0,0,1,5,0
8.37,7,0,5.17,5.74,0.954,1,0,1,4,0
16.68,8,0,11.35,6.52,0.88,0,0,2,9,0
52.59,18,3,10.93,0.46,0.993,0,0,1,4,0
148.45,15,5,5.31,5.19,1.158,0,0,2,6,0
39.24,12,6,1.69,4.23,1.966,0,0,2,9,0
20.54,16,0,6.11,5.86,1.194,1,0,1,1,0
282.31,10,0,12.7,10.47,0.419,0,0,2,7,0
75.21,19,3,8.99,0.22,0.695,0,0,1,3,0
43.91,3,8,1.52,6.3,1.177,0,0,0,1,0
48.33,16,2,1.12,21.73,1.352,0,0,0,3,0
24.68,13,4,7.07,2.5,0.634,0,0,0,8,0
53.27,20,8,1.53,4.83,0.772,1,0,0,7,0
25.36,19,2,0.37,1.25,1.234,1,0,0,6,0
48.68,16,4,1.92,0.46,0.907,0,0,0,3,0
63.36,11,1,0.22,3.12,1.317,0,0,3,3,0
66.28,22,6,14.5,0.1,1.324,0,0,0,3,0
21.67,9,4,11.0,7.82,1.072,1,0,1,3,0
36.46,13,6,7.59,0.16,2.085,0,0,1,5,0
20.1,16,1,18.04,1.97,0.412,0,0,3,2,0
294.13,21,3,61.18,26.45,5.075,0,0,5,7,1
137.38,10,5,29.02,0.11,0.794,0,0,1,7,0
28.74,20,2,24.09,1.6,1.402,1,0,0,3,0
257.56,19,0,8.58,5.36,1.413,1,0,2,4,0
25.9,20,7,1.97,9.96,0.615,0,0,1,4,0
14.74,17,4,0.87,0.35,0.794,1,0,1,5,0
35.81,20,7,10.29,9.43,0.604,0,1,1,5,0
31.93,10,3,8.98,1.24,0.943,0,0,0,13,0
50.58,22,6,7.39,3.32,2.402,0,0,0,3,0
73.04,11,1,14.29,2.48,2.11,0,0,1,4,0
118.2,11,0,3.96,14.54,1.263,1,0,0,6,0
44.22,7,6,4.71,0.26,2.059,1,0,0,3,0
15.91,7,2,1.22,19.56,1.613,0,0,3,6,0
24.53,17,0,44.57,8.84,1.365,0,0,1,7,0
35.86,13,9,5.61,0.36,0.998,1,0,1,6,0
18.66,6,4,4.38,25.29,1.694,0,0,1,4,0
208.89,12,5,2.81,7.15,0.987,0,0,0,6,0
152.74,13,5,2.46,11.03,1.485,0,0,0,5,0
28.52,10,5,7.51,0.99,0.799,1,0,1,2,0
13.2,20,9,5.77,0.83,0.697,0,0,1,3,0
42.24,10,6,2.38,1.01,1.014,0,0,0,9,0
40.38,9,4,15.75,5.28,1.466,1,0,2,4,0
6.04,17,2,3.43,8.63,1.919,0,0,1,6,0
38.22,18,5,7.56,2.09,0.639,0,0,0,6,0
83.45,12,1,11.75,3.4,1.311,0,1,1,7,0
10.95,12,7,7.4,4.25,0.643,0,0,1,3,0
7.55,12,7,0.73,4.21,1.48,0,1,0,8,0
109.64,21,8,4.75,2.52,0.943,1,0,2,8,0
34.4,13,5,5.18,3.98,1.267,0,0,1,3,0
118.1,18,9,4.06,10.25,1.181,0,0,1,3,0
159.56,23,2,3.87,3.13,0.745,0,0,1,8,0
9.21,7,0,1.32,6.52,1.239,0,0,1,5,0
14.13,16,5,3.0,4.9,0.632,1,0,2,6,0
54.16,18,3,24.96,4.05,1.023,0,0,0,8,0
27.59,17,1,6.07,6.67,1.369,0,0,2,4,0
8.98,15,1,2.05,7.72,0.816,0,0,0,5,0
17.64,16,3,14.79,4.57,0.807,1,0,2,6,0
108.5,0,0,15.1,0.04,1.183,0,0,1,4,0
20.67,11,5,10.34,6.84,0.917,0,0,3,8,0
72.22,0,9,10.84,2.3,0.455,0,0,1,1,0
25.89,15,8,0.07,9.79,0.601,0,0,2,9,0
18.05,11,2,3.17,1.08,0.744,0,0,0,3,0
40.06,17,9,67.72,4.67,0.91,0,0,0,7,0
15.94,6,3,27.58,3.32,1.084,0,0,1,2,0
10.3,16,8,2.1,0.89,2.149,0,0,1,2,0
25.54,9,6,7.04,5.52,0.834,0,0,0,4,0
16.26,16,0,26.15,6.33,1.034,1,1,1,7,0
10.89,19,5,8.8,5.07,1.273,1,0,1,3,0
8.14,9,3,12.07,1.89,0.591,0,0,0,6,0
35.48,14,1,13.78,9.28,0.832,0,0,0,5,0
79.97,8,8,3.64,6.72,2.054,0,0,2,3,0
14.0,16,1,12.6,2.29,0.785,0,0,1,6,0
23.08,15,6,6.77,27.05,0.898,0,0,0,7,0
43.35,13,5,7.41,3.57,1.188,1,0,1,3,0
79.01,6,5,11.77,5.4,0.817,0,0,0,8,0
308.37,22,2,2.83,1.95,1.159,1,0,2,4,0
187.91,19,3,3.97,7.99,1.017,0,1,2,6,0
28.26,12,9,9.74,1.93,1.966,1,0,0,4,0
67.24,16,1,14.84,4.28,0.889,0,0,1,12,0
6.53,10,3,16.06,4.26,1.425,0,0,1,6,0
255.21,20,3,6.08,12.18,0.572,0,0,1,6,0
19.38,13,3,9.33,1.13,0.99,0,0,0,6,0
60.31,1,0,3.75,0.49,0.675,0,0,0,8,0
5.8,12,0,10.89,0.14,1.647,0,0,0,5,0
27.41,9,7,6.06,8.29,1.35,0,0,0,6,0
34.2,18,1,4.22,6.08,2.194,0,1,1,3,0
59.1,10,0,2.4,0.49,1.73,1,0,2,4,0
3.81,6,9,12.78,25.85,0.416,0,0,1,9,0
218.02,23,8,0.73,7.91,0.905,1,0,1,8,0
28.67,11,2,7.53,0.53,1.664,0,0,0,13,0
14.32,15,0,1.72,15.75,0.952,0,1,0,5,0
26.06,6,0,8.97,5.26,0.732,1,0,1,2,0
27.01,10,1,4.31,0.59,1.329,0,0,0,3,0
106.33,17,0,1.79,9.04,0.946,1,0,1,5,0
278.07,9,8,45.46,8.23,0.811,0,0,6,15,1
24.47,14,8,27.77,3.56,1.437,0,0,0,4,0
29.08,10,0,21.12,0.56,0.846,0,0,2,4,0
30.16,13,9,13.14,4.79,0.942,0,0,1,6,0
6.1,16,1,15.9,0.78,0.804,1,0,1,4,0
8.45,9,4,8.48,5.69,0.953,1,1,0,4,0
29.15,9,8,3.5,9.25,0.958,0,0,1,6,0
116.2,19,4,1.57,0.85,0.675,0,0,2,2,0
48.58,7,5,10.35,5.88,1.558,0,0,1,3,0
20.52,19,0,2.48,2.13,1.203,0,0,2,7,0
14.25,20,1,15.15,0.06,0.885,1,0,1,2,0
69.77,13,0,3.37,4.0,1.603,0,0,2,7,0
20.34,9,2,18.8,10.01,1.277,1,0,0,6,0
74.95,23,9,18.18,3.61,0.763,1,0,2,4,0
46.62,18,5,9.77,3.86,0.817,0,0,0,5,0
7.76,18,0,4.43,9.89,0.964,1,0,0,1,0
52.4,22,8,14.31,3.83,1.09,1,0,0,3,0
96.83,18,1,5.4,2.93,1.942,0,0,2,7,0
42.54,15,8,8.59,0.9,0.759,1,0,0,4,0
30.1,19,0,17.77,2.01,1.258,1,0,0,5,0
118.04,9,5,0.57,8.57,0.758,0,0,2,4,0
19.92,21,6,6.36,1.9,0.849,0,0,0,8,0
46.02,11,9,2.39,5.13,1.394,0,0,1,4,0
93.56,13,0,3.59,10.83,1.529,0,1,0,4,0
40.4,8,2,7.04,5.53,1.051,1,0,1,7,0
66.43,11,5,5.76,9.44,0.787,1,0,1,7,0
13.83,20,6,16.38,9.81,0.624,0,0,1,3,0
464.99,20,2,16.61,3.63,1.528,1,0,1,7,0
7.16,15,5,1.18,0.19,0.472,0,0,1,6,0
23.89,12,3,4.65,3.51,1.243,1,1,0,9,0
8.2,11,3,2.36,2.4,0.969,0,0,0,7,0
62.36,10,3,1.92,16.75,2.01,1,0,0,6,0
19.23,8,5,43.95,2.79,1.069,0,0,1,4,0
60.82,20,6,10.71,10.18,1.279,0,1,0,2,0
105.91,18,9,0.7,0.69,0.694,0,0,0,2,0
62.51,20,2,0.63,10.41,1.374,0,0,3,3,0
40.79,15,9,2.18,14.3,0.554,0,0,0,5,0
66.79,20,3,1.15,0.58,1.501,1,0,0,4,0
30.08,9,6,5.22,1.78,1.513,0,0,0,6,0
76.95,22,9,7.89,18.86,0.584,0,1,1,2,0
27.68,7,7,9.9,4.48,1.524,0,0,2,5,0
109.57,18,8,0.85,10.35,0.778,1,0,0,5,0
16.57,19,8,7.67,0.43,1.26,1,0,3,6,0
27.42,23,0,2.7,6.56,0.576,0,0,2,2,0
24.4,19,6,2.7,7.82,1.597,1,0,0,5,0
29.53,15,5,0.6,5.65,0.307,0,0,0,2,0
26.81,19,9,9.87,0.2,0.302,0,0,1,3,0
5.29,19,6,5.34,1.0,0.851,0,0,3,3,0
113.29,10,5,7.04,1.0,1.407,0,0,1,6,0
42.49,19,4,9.7,2.76,1.456,0,1,0,4,0
50.19,8,7,9.8,1.01,1.636,0,0,1,6,0
75.73,15,5,13.36,4.18,1.514,0,0,0,4,0
44.5,13,8,15.31,1.24,1.067,1,0,1,3,0
10.6,13,0,2.82,3.17,0.849,0,0,0,2,0
79.92,23,6,6.94,3.15,0.504,0,1,0,8,0
26.75,13,8,13.61,9.09,1.132,0,0,1,2,0
4.58,23,1,4.77,24.08,0.707,1,1,0,2,0
145.17,17,8,1.33,0.95,0.58,0,0,0,6,0
43.25,10,9,0.87,2.17,1.6,0,0,2,2,0
15.45,19,3,17.44,0.27,0.849,0,0,0,3,0
122.87,12,0,3.85,8.87,0.349,0,0,2,3,0
13.45,10,8,31.43,1.63,1.351,1,0,1,7,0
22.46,19,4,2.24,9.27,0.846,0,1,1,5,0
43.52,1,1,3.19,5.58,1.103,0,1,0,2,0
9.6,18,7,32.08,4.13,0.39,0,0,1,6,0
18.04,16,1,4.27,12.06,1.216,1,0,0,7,0
26.43,8,4,5.14,5.6,0.606,1,0,0,3,0
147.83,8,5,1.5,1.79,1.063,0,0,2,7,0
210.32,8,8,8.99,11.17,1.681,0,0,1,4,0
81.19,11,0,0.8,3.8,0.701,0,0,0,6,0
60.89,8,1,4.97,0.36,0.746,0,0,2,2,0
5.74,21,0,3.65,8.19,0.803,1,0,0,5,0
21.08,11,1,4.22,2.78,1.607,0,0,1,5,0
12.78,14,2,6.62,2.25,0.576,1,0,0,4,0
47.17,20,2,7.54,2.26,1.021,0,0,2,11,0
28.03,10,8,2.32,0.62,0.958,1,0,1,4,0
44.98,8,9,3.48,1.48,1.559,0,0,1,6,0
14.19,5,4,3.51,10.83,1.519,0,0,1,3,0
15.68,17,1,7.87,1.37,0.862,0,0,2,3,0
63.93,9,4,0.51,1.3,1.146,0,0,1,4,0
742.42,21,9,3.72,1.63,1.653,1,0,1,4,0
51.35,18,6,5.76,6.54,0.592,0,0,0,6,0
136.51,8,7,14.45,2.01,2.298,0,0,0,3,0
20.17,21,7,7.37,5.93,1.646,1,0,2,4,0
17.73,13,0,5.33,8.38,0.938,1,0,0,3,0
14.79,20,2,3.83,5.72,0.81,1,0,2,6,0
285.7,20,5,8.23,4.13,1.361,1,0,1,4,0
174.97,9,3,19.72,30.4,1.526,1,1,1,1,0
88.8,16,3,6.65,4.8,0.904,0,0,1,9,0
7.9,16,3,3.34,2.61,1.21,0,0,1,5,0
62.68,21,8,34.74,3.69,7.846,0,0,1,12,1
106.16,11,4,0.91,2.62,0.572,1,0,0,4,0
7.52,8,1,0.21,20.19,0.959,0,0,1,7,0
38.15,15,4,9.12,0.19,0.787,1,0,0,2,0
40.87,21,0,0.59,16.41,0.752,0,0,1,2,0
91.62,9,8,5.17,4.79,1.443,0,0,0,3,0
5.26,9,5,5.37,5.49,1.091,0,0,1,4,0
42.23,12,7,5.63,4.35,0.684,1,0,1,4,0
3.78,17,1,26.68,0.92,0.903,0,0,1,6,0
17.08,14,1,6.55,0.11,0.8,0,0,0,4,0
96.65,12,0,1.13,0.88,0.908,0,1,0,6,0
5.07,8,5,5.45,0.28,0.963,1,0,2,6,0
11.89,8,2,0.59,3.66,0.92,0,0,2,7,0
12.25,0,6,6.07,7.35,0.542,0,0,1,6,0
21.99,19,1,2.42,2.01,1.039,0,0,0,4,0
19.57,18,8,22.91,4.91,0.958,0,0,1,5,0
25.21,13,2,18.6,8.94,1.146,0,0,1,4,0
25.28,17,4,10.99,13.01,1.473,0,0,1,4,0
45.21,17,0,14.72,1.02,1.428,0,0,1,13,0
5.83,22,1,40.49,2.43,1.754,0,0,3,8,0
44.63,13,6,12.64,0.44,0.403,0,0,0,5,0
43.49,16,5,5.08,1.15,0.891,1,0,2,5,0
16.28,19,1,2.34,8.45,0.559,0,0,4,2,0
41.48,15,0,15.68,2.47,0.749,1,0,2,4,0
72.35,12,7,9.09,0.94,1.104,1,0,1,3,0
260.92,20,1,3.06,0.68,0.621,0,0,2,10,0
86.7,12,0,1.42,11.31,1.085,1,0,2,6,0
20.33,10,4,0.25,2.82,0.656,0,0,0,6,0
2.14,23,7,4.1,3.63,1.048,0,0,3,5,0
45.29,17,2,17.68,2.67,1.158,0,0,0,5,0
37.56,17,5,2.44,0.24,1.126,0,0,2,2,0
12.2,10,1,4.05,2.02,0.75,0,0,0,9,0
4.42,16,8,1.6,9.56,1.219,0,0,4,3,0
15.66,18,0,4.26,2.05,0.953,0,0,0,5,0
70.5,14,1,13.19,6.11,0.533,0,1,0,2,0
12.46,17,0,0.83,12.21,1.405,1,0,0,2,0
93.78,17,0,12.74,2.18,0.875,0,0,2,3,0
32.74,20,2,2.97,6.48,0.614,0,0,0,3,0
17.63,16,5,0.12,2.46,0.741,0,0,1,6,0
83.75,18,1,4.41,1.36,0.405,0,0,1,4,0
67.93,14,4,2.67,1.83,1.088,0,1,1,0,0
10.41,14,0,21.33,4.96,1.219,1,0,0,4,0
14.82,17,7,5.95,0.5,1.888,0,0,2,6,0
345.04,10,5,21.4,5.98,0.509,1,0,1,5,0
18.8,9,8,9.59,4.4,2.204,0,0,3,1,0
16.17,6,5,0.95,1.8,1.159,0,1,0,4,0
102.8,19,8,4.82,0.27,0.402,1,0,0,5,0
34.62,19,4,2.34,0.44,0.896,1,0,2,2,0
21.4,9,5,5.6,9.84,0.841,0,0,0,4,0
33.7,16,0,1.13,5.65,0.718,1,0,1,3,0
57.46,18,7,8.95,6.89,1.189,0,1,0,9,0
6.88,10,3,0.97,6.73,0.839,0,0,0,9,0
47.39,15,7,0.33,7.57,1.153,0,0,1,3,0
30.87,8,0,5.33,7.04,1.053,0,0,2,8,0
0.66,10,3,22.0,14.93,0.661,0,0,1,3,0
33.61,9,6,0.85,1.02,0.483,1,0,2,9,0
27.55,16,7,5.83,0.25,1.746,0,0,1,5,0
9.15,14,5,10.66,7.26,0.502,0,0,0,4,0
41.8,14,0,13.34,4.24,0.573,0,0,2,3,0
14.38,10,7,4.73,9.44,1.164,0,0,1,3,0
5.68,12,9,24.5,8.09,1.126,1,0,0,8,0
108.2,9,6,3.65,0.62,0.873,0,0,1,5,0
349.34,23,6,29.93,0.24,1.536,0,1,2,10,1
23.12,13,1,9.76,15.23,0.692,0,0,1,4,0
15.89,14,2,28.02,3.22,1.49,0,0,1,8,0
54.65,11,6,9.18,9.07,0.464,1,0,1,5,0
30.07,17,3,1.91,16.68,1.151,0,0,0,5,0
6.49,14,3,4.94,1.53,1.8,0,0,0,7,0
11.65,14,4,11.64,1.04,1.359,1,0,0,10,0
9.67,20,7,5.95,7.28,1.512,1,0,0,6,0
263.51,10,0,1.65,13.81,1.121,0,0,0,6,0
21.9,21,4,0.66,0.12,1.078,0,0,0,6,0
5.04,19,9,5.33,0.43,0.901,0,0,1,3,0
77.0,11,7,8.09,0.42,0.981,0,0,1,2,0
35.17,17,8,6.57,8.58,0.969,1,0,2,3,0
63.78,19,0,5.17,9.99,1.561,1,0,0,9,0
38.79,17,6,2.43,16.35,1.257,0,0,1,2,0
14.37,18,5,43.2,0.15,1.185,1,0,0,3,0
60.54,20,3,0.58,1.94,0.505,0,0,2,4,0
30.49,16,4,2.64,3.01,0.7,1,0,1,5,0
28.23,18,4,13.62,6.47,0.713,0,0,2,7,0
5.91,16,7,3.31,0.42,0.653,0,0,1,5,0
29.95,11,2,5.03,6.61,2.307,0,0,0,8,0
24.31,22,8,4.71,0.26,3.262,0,0,0,5,0
37.88,9,3,11.93,25.48,0.573,0,0,1,4,0
73.33,18,4,3.87,3.53,1.455,0,0,0,5,0
17.77,10,5,0.49,6.2,0.527,1,0,2,5,0
10.08,12,6,1.25,2.4,1.013,1,0,0,7,0
56.88,15,5,4.28,10.61,1.656,0,0,1,5,0
42.61,12,2,1.41,37.09,1.297,0,0,1,8,0
16.45,19,0,4.52,1.94,3.167,0,1,1,6,0
25.82,16,5,3.61,0.47,0.66,0,0,2,2,0
130.39,19,7,1.36,4.97,1.077,0,0,1,7,0
61.74,9,8,44.43,10.21,0.658,0,0,0,1,0
86.07,13,4,5.07,0.71,1.667,0,0,0,8,0
14.47,13,1,6.72,18.45,0.904,0,0,0,4,0
19.17,18,4,2.63,3.83,1.385,0,0,0,1,0
26.55,11,0,12.77,5.69,1.082,0,0,0,3,0
45.26,20,2,0.53,2.44,1.011,0,0,0,1,0
17.61,14,3,2.14,1.73,0.896,1,0,1,5,0
40.37,14,4,1.82,6.14,1.088,1,1,2,6,0
16.42,11,7,19.69,2.68,2.738,0,1,0,4,0
26.72,20,5,11.69,3.59,1.19,0,0,0,8,0
21.04,8,6,1.84,7.96,1.8,0,0,0,4,0
58.71,17,1,1.92,6.93,0.553,0,0,1,4,0
18.6,7,0,15.75,22.32,1.287,0,0,0,1,0
37.57,11,4,4.18,5.71,1.399,0,1,1,5,0
29.34,11,8,11.79,3.01,1.148,0,0,0,2,0
36.81,9,3,0.5,9.83,1.255,0,0,1,5,0
26.3,11,5,7.88,18.38,1.422,0,0,2,6,0
73.43,8,7,20.2,0.04,2.08,0,0,2,5,0
25.86,8,5,7.63,11.86,0.764,0,1,1,5,0
744.65,9,4,11.03,3.37,0.609,0,0,0,7,0
23.42,12,1,10.36,5.14,1.1,0,0,1,9,0
8.43,12,0,4.98,0.3,2.235,1,1,1,1,0
14.64,8,1,1.52,0.49,1.036,0,0,2,10,0
