user_id,company_id,plan_tier,signup_date,industry,daily_logins,features_used,session_duration_min,actions_per_session,last_active_date,days_since_last_login,monthly_active_days,support_tickets,nps_score,is_churned
USR-01621,CMP-0161,Free,2024-07-25,Logistics,1.0,1,6.3,7.3,2025-09-24,7,6,3,6,0
USR-01622,CMP-0206,Free,2024-09-29,Healthcare,2.3,1,11.2,3.5,2025-09-16,15,0,0,6,0
USR-01623,CMP-0012,Pro,2024-09-26,Media,16.9,13,15.1,13.2,2025-09-30,1,24,0,3,0
USR-01624,CMP-0490,Free,2024-03-12,Finance,2.3,1,26.9,1.0,2025-09-25,6,9,3,8,0
USR-01625,CMP-0276,Free,2024-09-02,Consulting,10.4,4,11.3,1.5,2025-09-10,21,19,2,2,1
USR-01626,CMP-0242,Enterprise,2024-03-26,Consulting,20.3,18,23.3,23.0,2025-09-28,3,26,1,7,0
USR-01627,CMP-0216,Enterprise,2025-01-09,Finance,14.7,18,29.5,20.8,2025-09-30,1,16,0,6,0
USR-01628,CMP-0251,Pro,2023-12-18,Finance,6.6,12,28.2,8.4,2025-09-24,7,14,2,7,0
USR-01629,CMP-0126,Enterprise,2023-10-22,E-commerce,19.8,18,39.7,17.9,2025-09-27,4,24,2,10,0
USR-01630,CMP-0217,Free,2025-02-17,Technology,2.7,1,3.8,3.5,2025-09-19,12,12,2,3,0
USR-01631,CMP-0306,Pro,2025-01-30,Education,6.8,12,22.3,11.8,2025-09-30,1,6,2,5,0
USR-01632,CMP-0185,Pro,2023-12-17,Technology,18.9,14,22.3,13.0,2025-10-01,0,19,1,7,0
USR-01633,CMP-0039,Pro,2024-11-10,Finance,15.0,3,12.1,6.5,2025-09-20,11,13,0,10,0
USR-01634,CMP-0223,Free,2024-03-19,Media,3.9,1,4.9,6.3,2025-09-07,24,14,1,4,0
USR-01635,CMP-0184,Pro,2025-01-29,Marketing,15.0,15,22.2,16.2,2025-09-23,8,17,3,5,0
USR-01636,CMP-0495,Pro,2023-11-05,Marketing,12.9,15,23.5,14.6,2025-10-01,0,18,1,7,0
USR-01637,CMP-0427,Pro,2025-01-02,Education,7.2,13,26.0,12.9,2025-09-25,6,5,1,7,0
USR-01638,CMP-0178,Free,2024-02-04,Finance,6.3,1,12.1,6.6,2025-09-07,24,10,3,2,1
USR-01639,CMP-0428,Free,2023-12-24,Marketing,4.7,1,1.0,5.2,2025-09-25,6,5,3,4,1
USR-01640,CMP-0294,Free,2025-01-01,Education,1.0,3,1.7,5.6,2025-09-28,3,7,5,0,1
USR-01641,CMP-0151,Free,2024-11-23,Consulting,2.4,1,1.0,3.7,2025-09-19,12,0,2,5,0
USR-01642,CMP-0384,Pro,2024-01-27,Education,5.1,3,25.1,6.4,2025-09-19,12,6,1,4,0
USR-01643,CMP-0308,Free,2024-04-29,Consulting,3.2,1,1.0,2.4,2025-10-01,0,12,2,10,0
USR-01644,CMP-0336,Enterprise,2024-05-26,E-commerce,11.8,18,26.3,19.9,2025-09-29,2,20,1,8,0
USR-01645,CMP-0375,Free,2024-09-05,Marketing,12.9,15,2.8,11.8,2025-09-17,14,10,1,6,0
USR-01646,CMP-0008,Free,2023-11-02,Education,7.2,1,1.0,2.6,2025-09-19,12,9,2,6,0
USR-01647,CMP-0341,Pro,2024-10-28,Education,10.4,14,9.4,16.0,2025-09-24,7,17,0,6,0
USR-01648,CMP-0129,Free,2024-07-11,Education,3.3,3,7.5,2.0,2025-09-18,13,3,2,5,1
USR-01649,CMP-0352,Pro,2023-12-18,Media,15.4,15,28.9,10.3,2025-10-01,0,25,3,8,0
USR-01650,CMP-0358,Pro,2024-02-20,Education,13.5,10,16.7,11.2,2025-09-30,1,16,2,5,0
USR-01651,CMP-0517,Free,2023-12-18,Media,0.7,1,1.0,1.0,2025-09-18,13,12,2,7,1
USR-01652,CMP-0495,Free,2024-04-14,Logistics,1.4,1,18.5,1.0,2025-10-01,0,0,2,10,0
USR-01653,CMP-0086,Free,2024-09-24,E-commerce,3.9,7,31.0,10.9,2025-09-17,14,12,3,1,1
USR-01654,CMP-0175,Free,2024-07-08,Logistics,8.0,1,12.6,3.2,2025-09-16,15,10,1,6,1
USR-01655,CMP-0193,Free,2024-12-12,Manufacturing,0.2,1,13.2,7.7,2025-09-28,3,7,6,3,0
USR-01656,CMP-0311,Free,2023-10-30,Logistics,20.7,1,27.1,1.0,2025-09-19,12,25,2,7,1
USR-01657,CMP-0119,Free,2025-02-09,Finance,3.0,4,2.3,5.9,2025-09-21,10,1,2,6,0
USR-01658,CMP-0218,Pro,2025-01-30,Consulting,5.1,10,15.4,12.2,2025-09-29,2,11,0,10,0
USR-01659,CMP-0427,Pro,2024-07-07,Finance,7.3,5,32.8,3.5,2025-09-27,4,1,1,10,0
USR-01660,CMP-0414,Pro,2023-11-20,Technology,14.4,12,38.3,15.7,2025-09-15,16,17,1,4,0
USR-01661,CMP-0114,Free,2024-04-08,Logistics,15.6,5,9.7,8.5,2025-09-24,7,19,2,7,0
USR-01662,CMP-0145,Free,2024-11-10,Marketing,2.7,2,12.2,1.0,2025-09-18,13,0,5,7,1
USR-01663,CMP-0538,Enterprise,2024-09-08,Healthcare,15.3,15,41.1,14.9,2025-10-01,0,22,1,9,0
USR-01664,CMP-0303,Pro,2024-06-23,Logistics,22.2,8,20.2,10.6,2025-10-01,0,28,1,7,0
USR-01665,CMP-0588,Enterprise,2025-03-26,E-commerce,16.9,17,28.4,14.8,2025-10-01,0,30,0,8,0
USR-01666,CMP-0345,Free,2024-10-01,Logistics,2.9,1,5.7,1.0,2025-09-10,21,2,1,2,1
USR-01667,CMP-0001,Pro,2023-12-28,Media,8.6,11,16.1,12.6,2025-09-28,3,11,1,7,0
USR-01668,CMP-0147,Pro,2024-11-22,Technology,12.4,7,17.7,15.2,2025-09-30,1,26,3,6,0
USR-01669,CMP-0287,Free,2024-10-16,Education,6.0,3,1.5,4.2,2025-09-12,19,9,1,7,0
USR-01670,CMP-0053,Pro,2024-09-04,Technology,9.3,14,21.1,18.9,2025-09-30,1,15,1,6,0
USR-01671,CMP-0304,Pro,2023-10-23,Technology,15.3,21,3.7,17.5,2025-09-30,1,26,1,7,0
USR-01672,CMP-0069,Free,2023-11-20,Consulting,2.0,2,1.0,5.2,2025-09-24,7,1,1,7,0
USR-01673,CMP-0361,Free,2025-03-09,Healthcare,3.3,8,29.3,11.7,2025-09-26,5,15,4,7,0
USR-01674,CMP-0220,Enterprise,2025-01-27,Technology,10.1,13,42.8,13.4,2025-09-29,2,20,1,6,0
USR-01675,CMP-0575,Enterprise,2024-02-22,Consulting,21.6,23,44.0,20.5,2025-09-30,1,21,2,10,0
USR-01676,CMP-0585,Free,2024-12-17,Education,4.5,1,1.9,6.0,2025-09-25,6,11,6,6,1
USR-01677,CMP-0161,Free,2025-01-21,Finance,1.8,1,9.3,9.5,2025-09-04,27,6,1,7,1
USR-01678,CMP-0089,Free,2024-07-17,Education,0.3,1,7.5,4.7,2025-09-01,30,2,1,5,0
USR-01679,CMP-0585,Pro,2024-04-02,Marketing,14.4,7,31.0,7.1,2025-09-19,12,22,0,4,0
USR-01680,CMP-0589,Free,2024-08-11,Technology,0.8,2,1.7,4.0,2025-09-03,28,5,0,7,1
USR-01681,CMP-0159,Enterprise,2024-04-04,Technology,4.4,19,37.4,25.8,2025-09-29,2,10,1,8,0
USR-01682,CMP-0489,Free,2024-06-23,Finance,4.0,2,1.0,5.0,2025-09-17,14,11,4,7,0
USR-01683,CMP-0324,Free,2024-03-23,E-commerce,0.8,2,11.7,2.8,2025-09-20,11,9,3,3,1
USR-01684,CMP-0381,Pro,2024-03-25,Technology,15.2,12,15.1,9.2,2025-09-21,10,27,3,6,0
USR-01685,CMP-0102,Enterprise,2025-01-19,Healthcare,18.8,20,44.2,13.5,2025-09-29,2,24,1,8,0
USR-01686,CMP-0494,Pro,2025-03-27,Manufacturing,15.0,10,27.6,12.1,2025-10-01,0,22,1,7,0
USR-01687,CMP-0019,Pro,2024-09-21,Technology,8.5,17,23.7,18.6,2025-09-20,11,19,0,6,0
USR-01688,CMP-0454,Enterprise,2024-06-19,Manufacturing,17.7,22,24.5,19.4,2025-09-27,4,25,0,8,0
USR-01689,CMP-0482,Free,2025-02-03,Education,0.6,9,1.1,10.2,2025-09-07,24,7,1,9,0
USR-01690,CMP-0594,Enterprise,2024-03-12,Logistics,16.8,17,28.2,13.1,2025-10-01,0,24,0,8,0
USR-01691,CMP-0397,Free,2025-03-28,E-commerce,2.2,1,1.4,4.2,2025-09-27,4,0,1,8,1
USR-01692,CMP-0279,Enterprise,2024-04-01,Consulting,15.8,17,16.7,18.0,2025-09-30,1,28,2,7,0
USR-01693,CMP-0365,Pro,2025-02-19,Media,6.4,6,16.4,6.2,2025-09-27,4,12,2,7,1
USR-01694,CMP-0331,Free,2024-04-26,E-commerce,2.7,9,12.3,15.3,2025-09-29,2,1,2,6,0
USR-01695,CMP-0344,Enterprise,2024-03-26,Media,23.1,22,38.2,18.1,2025-09-30,1,29,2,7,0
USR-01696,CMP-0455,Free,2025-03-09,Education,12.6,4,7.6,7.1,2025-09-29,2,8,3,6,0
USR-01697,CMP-0065,Free,2024-09-24,E-commerce,2.6,6,1.1,10.3,2025-09-27,4,2,1,9,0
USR-01698,CMP-0076,Pro,2024-04-13,Consulting,5.5,6,25.3,7.6,2025-09-23,8,8,3,10,0
USR-01699,CMP-0143,Free,2025-02-02,Media,1.1,3,12.4,4.8,2025-09-04,27,1,3,8,0
USR-01700,CMP-0473,Pro,2025-02-02,Finance,15.5,13,16.4,9.1,2025-10-01,0,23,1,7,0
USR-01701,CMP-0417,Free,2024-02-08,Healthcare,4.2,3,18.5,9.5,2025-09-20,11,11,4,3,0
USR-01702,CMP-0305,Free,2024-03-21,E-commerce,3.0,5,4.1,6.5,2025-10-01,0,5,2,10,0
USR-01703,CMP-0497,Free,2024-07-02,Education,0.8,1,2.5,5.4,2025-09-30,1,0,1,4,0
USR-01704,CMP-0291,Free,2024-01-30,Technology,3.0,4,20.5,8.2,2025-09-14,17,2,4,9,0
USR-01705,CMP-0102,Pro,2024-12-11,Consulting,9.8,11,20.1,9.9,2025-09-22,9,25,1,7,0
USR-01706,CMP-0267,Pro,2024-12-05,Media,12.9,8,19.7,8.8,2025-09-20,11,22,2,4,0
USR-01707,CMP-0003,Enterprise,2023-10-28,Media,17.6,14,42.0,18.2,2025-09-30,1,23,1,5,0
USR-01708,CMP-0085,Enterprise,2024-02-14,Healthcare,10.3,18,45.1,14.0,2025-09-26,5,21,0,10,0
USR-01709,CMP-0328,Free,2024-10-24,Media,2.6,4,13.2,12.6,2025-09-29,2,0,2,4,0
USR-01710,CMP-0450,Pro,2024-05-03,Manufacturing,12.5,19,7.3,16.0,2025-09-29,2,19,2,4,0
USR-01711,CMP-0454,Free,2024-03-22,Marketing,10.5,1,1.0,1.0,2025-09-29,2,19,1,4,0
USR-01712,CMP-0221,Free,2024-05-16,Manufacturing,3.7,3,9.0,5.8,2025-09-09,22,17,0,5,0
USR-01713,CMP-0154,Pro,2024-10-14,Media,6.5,20,29.3,25.6,2025-09-30,1,10,2,7,0
USR-01714,CMP-0012,Free,2025-01-31,Consulting,8.1,1,2.7,1.0,2025-09-29,2,24,1,6,0
USR-01715,CMP-0133,Free,2024-12-25,E-commerce,4.9,5,13.4,6.6,2025-09-18,13,7,3,3,0
USR-01716,CMP-0304,Enterprise,2024-05-18,Education,14.9,13,26.8,14.8,2025-10-01,0,18,1,8,0
USR-01717,CMP-0293,Pro,2025-01-29,Technology,4.5,9,16.8,10.3,2025-10-01,0,5,0,10,0
USR-01718,CMP-0300,Pro,2024-01-03,E-commerce,11.2,15,28.1,16.1,2025-10-01,0,22,0,4,0
USR-01719,CMP-0043,Free,2024-01-08,Finance,2.0,1,12.6,1.6,2025-10-01,0,0,3,6,1
USR-01720,CMP-0343,Free,2024-07-20,E-commerce,16.1,4,16.7,4.4,2025-09-15,16,27,4,2,0
USR-01721,CMP-0326,Enterprise,2024-02-04,E-commerce,5.6,22,24.5,20.2,2025-09-29,2,8,1,7,0
USR-01722,CMP-0498,Free,2024-10-09,Education,3.7,4,1.0,2.8,2025-09-28,3,6,2,8,0
USR-01723,CMP-0364,Pro,2024-06-29,Healthcare,14.5,16,18.4,15.7,2025-09-30,1,15,3,2,0
USR-01724,CMP-0427,Free,2024-04-26,Media,7.5,1,8.6,2.6,2025-09-08,23,9,2,10,0
USR-01725,CMP-0021,Pro,2025-03-19,Healthcare,6.8,6,33.0,6.4,2025-09-27,4,18,1,4,0
USR-01726,CMP-0407,Free,2024-06-13,Finance,4.4,1,3.3,4.8,2025-09-15,16,11,1,0,1
USR-01727,CMP-0336,Enterprise,2024-09-15,Logistics,15.4,15,11.0,9.5,2025-09-30,1,23,0,8,0
USR-01728,CMP-0117,Enterprise,2024-09-23,Technology,24.2,15,34.3,14.3,2025-10-01,0,28,3,7,0
USR-01729,CMP-0124,Enterprise,2024-11-07,Manufacturing,22.8,19,22.5,25.2,2025-09-21,10,25,0,7,0
USR-01730,CMP-0399,Free,2024-03-26,Technology,10.7,11,6.2,8.5,2025-09-20,11,24,3,7,0
USR-01731,CMP-0051,Enterprise,2025-03-01,Media,14.7,19,41.3,22.1,2025-10-01,0,27,0,6,0
USR-01732,CMP-0324,Pro,2024-04-01,Technology,11.0,12,22.2,12.8,2025-09-28,3,10,1,8,0
USR-01733,CMP-0141,Free,2025-03-07,Marketing,15.9,9,9.3,8.4,2025-09-26,5,17,4,7,1
USR-01734,CMP-0470,Pro,2024-08-27,Manufacturing,22.0,16,14.2,11.8,2025-09-30,1,30,1,4,0
USR-01735,CMP-0334,Free,2025-02-11,Finance,5.5,1,45.0,4.2,2025-08-25,37,7,3,8,1
USR-01736,CMP-0373,Free,2024-04-17,Media,4.0,1,14.8,8.2,2025-09-02,29,3,2,7,1
USR-01737,CMP-0564,Pro,2024-03-09,Consulting,6.7,10,24.2,9.8,2025-09-30,1,7,2,10,0
USR-01738,CMP-0494,Free,2025-01-19,Finance,1.1,6,21.0,7.6,2025-09-25,6,1,2,5,1
USR-01739,CMP-0539,Pro,2023-11-28,Marketing,15.7,16,22.5,18.8,2025-09-21,10,22,3,5,0
USR-01740,CMP-0156,Free,2023-10-31,Manufacturing,4.0,1,7.4,4.8,2025-09-28,3,5,4,8,1
USR-01741,CMP-0291,Enterprise,2024-12-09,Education,21.1,21,8.4,15.1,2025-09-29,2,25,2,8,0
USR-01742,CMP-0144,Enterprise,2024-06-29,Marketing,12.9,16,41.0,16.1,2025-09-28,3,23,0,10,0
USR-01743,CMP-0106,Enterprise,2024-10-12,Finance,17.8,18,25.2,21.9,2025-09-28,3,23,1,9,0
USR-01744,CMP-0420,Free,2024-06-14,Media,0.4,7,23.3,8.5,2025-09-14,17,0,5,5,1
USR-01745,CMP-0002,Free,2024-01-10,Logistics,2.1,1,1.8,1.0,2025-09-14,17,9,4,3,0
USR-01746,CMP-0589,Pro,2023-11-04,Media,13.2,7,23.7,9.8,2025-09-08,23,11,0,6,0
USR-01747,CMP-0090,Free,2025-03-15,Manufacturing,7.7,1,3.2,3.2,2025-09-26,5,11,1,7,1
USR-01748,CMP-0345,Free,2025-01-22,Logistics,5.4,2,9.8,1.0,2025-09-02,29,9,2,1,0
USR-01749,CMP-0350,Pro,2025-02-28,Healthcare,11.5,14,19.0,9.2,2025-10-01,0,23,3,6,0
USR-01750,CMP-0459,Pro,2023-11-15,Manufacturing,5.6,14,13.4,17.1,2025-09-29,2,8,2,3,0
USR-01751,CMP-0263,Enterprise,2024-08-15,Manufacturing,18.3,14,46.8,12.0,2025-10-01,0,24,5,6,0
USR-01752,CMP-0351,Free,2023-11-25,Marketing,19.2,1,16.9,1.1,2025-09-17,14,24,1,3,0
USR-01753,CMP-0108,Free,2024-09-11,Media,2.4,1,8.0,3.7,2025-09-30,1,0,1,4,1
USR-01754,CMP-0586,Free,2024-02-04,Finance,0.6,3,20.3,3.5,2025-09-05,26,3,1,6,0
USR-01755,CMP-0039,Enterprise,2025-02-20,Education,23.4,14,40.1,14.5,2025-09-28,3,23,2,9,0
USR-01756,CMP-0159,Pro,2025-01-04,Technology,11.9,6,24.9,7.2,2025-10-01,0,8,1,9,0
USR-01757,CMP-0583,Enterprise,2023-12-22,E-commerce,16.3,16,33.8,12.2,2025-09-28,3,23,1,10,0
USR-01758,CMP-0312,Enterprise,2023-12-25,Education,20.8,19,26.4,16.7,2025-09-26,5,27,1,9,0
USR-01759,CMP-0241,Pro,2024-01-07,Technology,13.4,11,21.3,13.1,2025-09-24,7,22,0,6,0
USR-01760,CMP-0445,Pro,2024-05-07,Healthcare,17.2,9,29.9,10.3,2025-10-01,0,23,1,7,0
USR-01761,CMP-0298,Free,2023-11-15,Finance,4.3,2,19.0,4.4,2025-09-04,27,15,3,4,0
USR-01762,CMP-0036,Pro,2023-12-22,Media,14.7,3,12.6,11.2,2025-09-22,9,17,0,7,0
USR-01763,CMP-0084,Pro,2025-03-15,Consulting,15.0,14,11.8,16.4,2025-09-28,3,11,2,6,0
USR-01764,CMP-0452,Pro,2024-08-20,Manufacturing,12.7,4,20.6,8.8,2025-09-29,2,9,0,4,0
USR-01765,CMP-0385,Enterprise,2024-03-25,Education,22.8,13,44.2,12.9,2025-09-30,1,28,1,10,0
USR-01766,CMP-0172,Enterprise,2024-11-26,Technology,5.8,19,28.3,18.9,2025-09-25,6,8,2,10,0
USR-01767,CMP-0376,Enterprise,2024-02-16,Consulting,18.0,18,42.3,16.1,2025-10-01,0,21,0,6,0
USR-01768,CMP-0362,Pro,2025-01-24,Education,9.1,13,22.8,15.7,2025-10-01,0,6,2,8,0
USR-01769,CMP-0559,Pro,2024-02-26,Finance,12.7,12,26.8,12.3,2025-09-18,13,16,1,5,0
USR-01770,CMP-0141,Free,2024-03-04,Media,3.5,1,14.2,4.5,2025-10-01,0,11,2,5,0
USR-01771,CMP-0118,Free,2024-05-03,Logistics,10.2,1,1.0,4.3,2025-08-29,33,14,1,4,1
USR-01772,CMP-0277,Pro,2023-11-17,Education,10.2,10,29.5,10.9,2025-09-29,2,12,1,5,0
USR-01773,CMP-0220,Pro,2024-07-03,Education,5.0,7,21.9,17.4,2025-09-27,4,7,1,7,0
USR-01774,CMP-0026,Free,2025-03-23,Media,14.0,1,21.0,1.8,2025-09-30,1,24,3,0,1
USR-01775,CMP-0521,Enterprise,2025-04-02,Healthcare,8.4,17,34.1,14.6,2025-09-25,6,11,0,7,0
USR-01776,CMP-0010,Free,2024-08-24,Marketing,2.9,1,5.9,5.9,2025-09-12,19,3,0,10,0
USR-01777,CMP-0378,Free,2024-10-12,Education,3.7,1,1.9,2.0,2025-08-26,36,7,1,1,0
USR-01778,CMP-0584,Pro,2024-03-16,Media,7.2,8,20.4,8.5,2025-09-23,8,8,0,6,0
USR-01779,CMP-0152,Free,2024-08-07,Marketing,5.0,1,13.1,1.0,2025-09-29,2,10,3,6,1
USR-01780,CMP-0049,Free,2023-10-06,Media,8.1,8,2.0,10.9,2025-09-26,5,9,1,5,0
USR-01781,CMP-0154,Free,2025-03-22,Media,3.0,1,4.3,5.3,2025-09-22,9,1,2,3,1
USR-01782,CMP-0293,Pro,2024-09-22,Healthcare,12.7,15,20.2,14.1,2025-09-25,6,18,2,8,1
USR-01783,CMP-0580,Pro,2024-03-04,Media,18.7,18,38.8,19.5,2025-09-13,18,27,1,7,0
USR-01784,CMP-0050,Pro,2024-01-30,Finance,18.2,5,24.8,1.4,2025-09-28,3,24,1,5,0
USR-01785,CMP-0531,Pro,2024-06-03,Education,5.6,10,16.8,8.9,2025-09-23,8,11,3,8,0
USR-01786,CMP-0060,Free,2024-05-06,Technology,6.3,1,2.6,3.3,2025-08-17,45,10,3,4,0
USR-01787,CMP-0167,Enterprise,2024-02-20,Technology,14.7,11,30.5,8.3,2025-10-01,0,20,0,6,0
USR-01788,CMP-0202,Free,2025-04-02,Technology,0.9,1,1.5,1.0,2025-09-04,27,4,0,6,0
USR-01789,CMP-0146,Enterprise,2024-01-09,Media,18.4,22,34.2,19.7,2025-09-30,1,24,1,6,0
USR-01790,CMP-0439,Pro,2023-11-27,Consulting,7.0,20,13.0,21.1,2025-09-22,9,6,3,10,0
USR-01791,CMP-0242,Enterprise,2024-02-13,Marketing,13.1,14,22.1,18.0,2025-09-30,1,11,1,10,0
USR-01792,CMP-0581,Free,2024-03-10,Marketing,5.6,2,23.0,3.0,2025-09-26,5,5,2,6,0
USR-01793,CMP-0561,Pro,2024-03-28,Media,7.5,12,10.5,14.8,2025-10-01,0,6,3,5,0
USR-01794,CMP-0483,Free,2025-02-12,Finance,3.8,2,4.0,6.5,2025-08-13,49,18,1,2,0
USR-01795,CMP-0108,Free,2024-03-25,Finance,1.2,10,3.9,14.7,2025-09-08,23,1,2,0,0
USR-01796,CMP-0226,Pro,2024-03-06,Manufacturing,6.5,16,26.4,14.7,2025-10-01,0,6,0,10,0
USR-01797,CMP-0432,Free,2024-11-14,Media,10.8,5,4.0,1.6,2025-06-17,106,19,3,3,1
USR-01798,CMP-0419,Pro,2025-01-09,E-commerce,11.4,14,24.9,14.4,2025-09-25,6,15,1,7,1
USR-01799,CMP-0455,Free,2023-12-28,Healthcare,9.5,3,4.9,2.4,2025-09-05,26,29,2,5,1
USR-01800,CMP-0160,Free,2025-02-18,Technology,4.8,3,1.6,3.2,2025-10-01,0,3,2,1,1
USR-01801,CMP-0523,Enterprise,2024-08-10,Healthcare,13.8,19,55.1,17.3,2025-09-30,1,22,0,7,0
USR-01802,CMP-0590,Pro,2025-03-26,Technology,8.8,8,23.6,8.4,2025-09-24,7,17,1,4,0
USR-01803,CMP-0077,Pro,2023-10-23,Logistics,3.6,20,19.8,19.4,2025-10-01,0,13,0,8,0
USR-01804,CMP-0509,Pro,2024-10-09,Logistics,10.5,9,24.7,12.3,2025-09-27,4,18,0,8,0
USR-01805,CMP-0441,Enterprise,2025-03-30,Media,21.8,19,29.2,17.1,2025-09-30,1,19,1,7,0
USR-01806,CMP-0254,Free,2024-06-02,Logistics,25.0,13,4.9,14.6,2025-09-28,3,25,1,3,0
USR-01807,CMP-0320,Pro,2023-10-05,Consulting,9.6,14,10.2,14.2,2025-09-29,2,19,1,7,0
USR-01808,CMP-0263,Enterprise,2024-05-13,Manufacturing,20.6,23,39.4,24.2,2025-09-21,10,18,2,9,0
USR-01809,CMP-0597,Pro,2024-04-14,Finance,20.1,8,27.1,8.8,2025-09-29,2,30,1,4,0
USR-01810,CMP-0554,Pro,2024-03-06,Consulting,9.4,10,15.9,10.8,2025-09-30,1,19,3,10,0
USR-01811,CMP-0374,Pro,2024-06-09,Healthcare,5.3,18,13.8,16.3,2025-09-26,5,12,1,6,0
USR-01812,CMP-0167,Pro,2023-10-27,Healthcare,15.2,8,30.1,8.9,2025-09-24,7,21,2,6,0
USR-01813,CMP-0459,Pro,2024-06-24,Logistics,16.0,6,14.1,5.4,2025-09-22,9,27,0,10,0
USR-01814,CMP-0280,Free,2024-05-10,Finance,8.4,3,7.3,2.8,2025-09-12,19,23,1,5,0
USR-01815,CMP-0302,Free,2025-02-14,Manufacturing,2.0,6,24.1,10.1,2025-10-01,0,2,3,5,0
USR-01816,CMP-0531,Enterprise,2024-03-23,Technology,18.0,24,28.9,19.0,2025-09-30,1,27,0,6,0
USR-01817,CMP-0580,Free,2023-10-15,Consulting,20.2,1,1.0,2.8,2025-09-11,20,22,1,4,0
USR-01818,CMP-0218,Pro,2024-11-12,Manufacturing,10.4,18,25.2,20.4,2025-09-15,16,16,2,5,0
USR-01819,CMP-0102,Free,2025-02-04,Education,0.2,3,5.5,4.3,2025-09-19,12,0,1,1,1
USR-01820,CMP-0554,Pro,2025-01-20,Marketing,12.8,10,33.9,13.5,2025-10-01,0,12,0,2,0
USR-01821,CMP-0288,Free,2025-04-02,Logistics,0.9,4,13.6,4.4,2025-09-24,7,0,1,4,0
USR-01822,CMP-0167,Free,2024-01-13,Technology,6.5,2,33.8,1.4,2025-09-30,1,13,2,2,0
USR-01823,CMP-0036,Enterprise,2024-07-04,Education,18.2,14,29.7,9.4,2025-09-27,4,27,1,8,0
USR-01824,CMP-0353,Enterprise,2023-10-23,Technology,11.2,17,31.0,20.5,2025-10-01,0,19,2,7,0
USR-01825,CMP-0073,Pro,2024-09-02,Technology,15.4,10,24.0,7.6,2025-09-30,1,26,1,3,0
USR-01826,CMP-0353,Pro,2023-12-07,Logistics,10.7,7,27.0,10.8,2025-09-28,3,23,3,10,0
USR-01827,CMP-0070,Pro,2024-05-11,Technology,9.8,11,37.7,8.8,2025-09-27,4,16,1,6,0
USR-01828,CMP-0425,Pro,2024-07-24,Manufacturing,11.8,13,8.7,17.4,2025-09-28,3,6,0,8,0
USR-01829,CMP-0561,Pro,2024-03-14,Manufacturing,12.2,14,28.6,20.8,2025-09-27,4,28,1,10,0
USR-01830,CMP-0517,Free,2024-11-30,Education,0.4,6,25.2,2.7,2025-09-14,17,5,3,5,1
USR-01831,CMP-0428,Pro,2023-10-03,Healthcare,16.5,20,27.9,15.7,2025-09-28,3,26,2,7,0
USR-01832,CMP-0539,Pro,2024-05-16,Finance,10.7,15,8.3,17.3,2025-09-26,5,14,2,9,0
USR-01833,CMP-0160,Enterprise,2024-09-13,Consulting,13.6,21,28.9,21.3,2025-09-30,1,12,0,7,0
USR-01834,CMP-0149,Free,2024-10-15,Consulting,14.1,2,10.2,6.9,2025-09-25,6,17,5,8,1
USR-01835,CMP-0230,Pro,2024-08-31,E-commerce,15.8,21,36.0,18.1,2025-09-25,6,20,3,6,0
USR-01836,CMP-0562,Pro,2024-08-03,Logistics,14.0,14,9.5,20.2,2025-09-27,4,13,1,7,0
USR-01837,CMP-0067,Pro,2024-05-04,Media,9.9,8,12.9,9.8,2025-09-23,8,20,0,7,0
USR-01838,CMP-0381,Free,2024-06-11,Media,18.3,9,6.3,6.5,2025-09-20,11,23,2,4,0
USR-01839,CMP-0058,Pro,2024-10-05,Education,11.4,9,19.9,9.4,2025-09-20,11,21,5,5,0
USR-01840,CMP-0259,Free,2024-05-06,Technology,0.1,5,11.7,3.4,2025-09-23,8,3,2,3,0
USR-01841,CMP-0342,Free,2023-11-11,Technology,14.7,1,16.1,8.6,2025-09-22,9,19,2,2,0
USR-01842,CMP-0130,Pro,2024-03-18,Logistics,13.3,19,11.9,16.2,2025-09-24,7,22,1,6,0
USR-01843,CMP-0172,Pro,2024-09-18,Marketing,5.6,12,21.8,14.1,2025-09-30,1,16,1,6,0
USR-01844,CMP-0209,Pro,2024-05-08,Healthcare,18.7,20,33.0,17.6,2025-09-28,3,26,1,7,0
USR-01845,CMP-0354,Enterprise,2024-10-22,E-commerce,21.8,20,30.9,17.2,2025-09-29,2,26,1,7,0
USR-01846,CMP-0471,Free,2024-08-06,Manufacturing,1.0,6,5.3,2.1,2025-10-01,0,3,1,8,0
USR-01847,CMP-0116,Free,2024-08-21,Technology,16.0,1,11.9,5.6,2025-09-23,8,27,4,8,1
USR-01848,CMP-0264,Pro,2024-01-10,E-commerce,17.0,11,9.0,15.7,2025-09-25,6,25,0,9,0
USR-01849,CMP-0442,Free,2024-09-21,Consulting,3.9,1,15.9,1.1,2025-08-15,47,10,4,4,1
USR-01850,CMP-0548,Free,2024-09-13,Marketing,2.7,1,1.0,1.0,2025-09-02,29,0,2,4,0
USR-01851,CMP-0453,Free,2024-01-03,Manufacturing,18.9,1,7.4,6.2,2025-09-27,4,26,5,2,0
USR-01852,CMP-0477,Free,2024-07-22,Logistics,4.4,1,2.3,1.0,2025-09-22,9,12,1,8,0
USR-01853,CMP-0287,Enterprise,2023-10-24,E-commerce,20.0,19,35.5,21.9,2025-10-01,0,20,1,6,0
